slug,name,symbol,category,tvl,chains
dexilla,Dexilla,-,Dexs,149.0271254030552,zkSync Era;Mode;Optimism;Arbitrum;Base
frog-nation-farm,Frog Nation Farm,FROG,Farm,148.24153541074122,Fantom
lucky-peaches,Lucky Peaches,-,Lending,148.1986832827879,Hemi;Hyperliquid L1
cemetery-finance,Cemetery Finance,HAUNT,Farm,147.64948045072282,Fantom
jolt,Jolt,JOLT,Lending,147.39031544870244,Optimism
dre-finance,Dre Finance,DRE,Reserve Currency,146.56259384455038,Sonic
kyrios-finance,Kyrios Finance,KYRIOS,Yield,145.96259725418383,Fantom
wonton,Wonton,-,Launchpad,144.96848052184765,TON
crovegas,CroVegas,-,Luck Games,144.2842779134963,Cronos
pandora-swap,Pandora Swap,PANDORA,Dexs,143.7824280808429,Astar
inuswap,Inuswap,INU,Dexs,142.9712119888896,Dogechain
starbank,Starbank,SBX,Dexs,142.12618783525124,Astar
sunflower-finance,SunFlower Finance,SFO,Dexs,138.17338328977806,Binance
chadfinance,ChadFinance,CHAD,Dexs,138.13010999554908,Scroll
magsinio,Magsinio,-,Lending,138.09625519793224,Sonic
rollup-finance-stake,Rollup Finance Stake,-,Derivatives,136.2701909868705,zkSync Era
moonchain-swap,Moonchain Swap,-,Dexs,135.34139828388874,Moonchain
owna,Owna,-,Lending,133.981895331058,Polygon zkEVM;Polygon
yyex,YYEX,-,Derivatives,133.13631453295787,Bitlayer
omnidex-perpetuals,OmniDex Perpetuals,CHARM,Derivatives,132.29971016425412,Telos
vinufinance,VinuFinance,VC,Lending,131.59552182665402,VinuChain
astra-dao,Astra DAO,ASTRADAO,Indexes,131.34265965441014,Ethereum;Arbitrum
nightmare-finance,Nightmare Finance,FEAR,Farm,127.87791510358338,Fantom
metacrono,MetaCrono,METACRONO,Yield Aggregator,127.81750519939325,Cronos
cockfights-game,CockFights Game,BCFT,Gaming,127.32501645441414,TON
lemonx,LemonX,-,Derivatives,127.03952374096004,CORE
electrowizy,ElectroWizy,-,Yield,126.99950518436565,Polygon
baseyield,BaseYield,BAY,Yield Aggregator,126.28285928579452,Base
agdex,AGDEX,-,Derivatives,125.94556178377432,Aptos
0xroulette-protocol,0xRoulette Protocol,-,Luck Games,125.73177656266861,Solana
aboard-exchange,Aboard Exchange,ABE,Derivatives,125.12689311981136,Arbitrum;Avalanche;zkSync Era;Base;Scroll;Manta;Mantle;Polygon zkEVM
maduck-club,Maduck Club,MADUCK,Farm,124.97673723466005,Binance
bodh-finance,Bodh Finance,-,Lending,124.86609998349138,Boba
mayfair-fund,Mayfair Fund,MAY,Farm,124.40583374247534,Arbitrum
billion-happiness,Billion Happiness,BHC,Yield,123.25443537596355,EthereumPoW;Binance
goledo,Goledo,GOL,Lending,121.0519378804233,Conflux
demodyfi,Demodyfi,DMOD,Dexs,120.71607539582143,Ethereum;Moonbeam;Binance
foxify,foxify,FoxifyMAXI,Derivatives,120.41866902352,Arbitrum;Sonic
onedollardcae,OneDollarDCAE,DCAE,DCA Tools,119.83007329969672,Arbitrum
flashliquidity,FlashLiquidity,FLIQ,Dexs,117.40932335379665,Polygon;Polygon zkEVM;Base;Arbitrum;Avalanche
the-dragons-lair,The Dragon's Lair,DREGG,Yield,117.14957257681561,Avalanche
pancakeswap-options,PancakeSwap Options,CAKE,Options,116.9323703853164,Arbitrum
yieldhub-finance,YieldHub Finance,-,Yield Aggregator,115.3653645231345,Telos
topcut-finance,TopCut Finance,-,Prediction Market,115.36361148234904,Arbitrum
syde,Syde,-,Synthetics,113.78082734936115,TON
knights-of-fantom,Knights of Fantom,KNIGHTS,Farm,113.65228213201839,Fantom
bondle,Bondle,-,Launchpad,112.64612182392888,Shibarium
hits4fun,Hits4fun,-,Options,112.49870602021768,Base
aqua-protocol,Aqua Protocol,-,CDP,112.27182739250186,TON
multex,MultEX,MULTEX,Dexs,112.09745182206792,Shape
fuzz-finance,Fuzz Finance,FUZZ,Dexs,111.43598804666117,Harmony
borb,BorB,B,Derivatives,110.66910150910164,Binance
phase,Phase,CASH,CDP,109.68041910700073,Base
ball-exchange,Ball Exchange,BALL,Dexs,109.00830879880354,Shibarium
fuzion-plasma,Fuzion Plasma,FUZN,Services,108.56293441433981,Kujira
sahara-exchange,Sahara Exchange,ANKH,Dexs,107.20366631672735,Oasis
purefi,PureFi,UFI,Yield,107.17312771840498,Ethereum;Polygon;Binance
betfolio,BetFolio,-,Prediction Market,105.97469407921194,Polygon
radiate-protocol,Radiate Protocol,RADT,Yield,105.96166228274998,Arbitrum
valleyswap,ValleySwap,VS,Dexs,105.4830768655686,Oasis
coreswap,CoreSwap,cSWAP,Dexs,103.42662066074627,CORE
element-nft-marketplace,Element NFT Marketplace,-,NFT Marketplace,102.87525085414518,Binance;Ethereum;Base;Arbitrum;Polygon
vingt.io,Vingt.io,-,Indexes,102.20060444177545,Arbitrum;Binance
kanvas,Kanvas,KVS,NFT Marketplace,101.98707830911398,Kava
ginseng-swap,Ginseng Swap,-,Dexs,101.90423295373611,Conflux
eden-finance,Eden Finance,-,Lending,99.95356828156675,Asset Chain
pairex,PairEx,PLP,Derivatives,99.92949644703216,Arbitrum
white-whale-vaults,White Whale Vaults,WHALE,Yield,98.38899518526713,Terra
defyswap,DefySwap,DFY,Dexs,98.25112206817457,Fantom;Echelon
omniswap,OmniSwap,-,Dexs,97.6053556987902,Nibiru
tonyielding,Tonyielding,-,Yield,97.54724589021377,TON
gton-capital,GTON Capital,GTON,Reserve Currency,96.70798765611218,Fantom
voltageswap,VoltageSwap,VOLT,Dexs,93.06195113197532,Scroll
shiftdollar,ShiftDollar,SHIFT,Algo-Stables,91.90232912383901,Cronos
czodiac,CZODIAC,CZRED,Yield,90.85004160367177,Binance
degenswap,DegenSwap,DSWAP,Dexs,89.11643138815538,Degen
opbanana,opBANANA,-,Dexs,88.62823162882157,Op_Bnb
atodex,AtoDEX,ADX,Dexs,88.30632682726,Aptos
life-dao,Life DAO,LF,Reserve Currency,85.31527751937905,Avalanche
gondola-finance,Gondola Finance,GDL,Dexs,83.45091002820506,Avalanche
doge-compounder,Doge Compounder,-,Yield Aggregator,83.00792738914932,Dogechain
thrive-on-mars,Thrive On Mars,-,Gaming,82.58682700226719,Wax
coffin-finance,Coffin Finance,COFFIN,Algo-Stables,80.21014123028407,Fantom
skullswap-v3,SkullSwap V3,SKULL,Dexs,79.30564345265186,Fantom
flitswap,FlitSwap,-,Dexs,78.64959211151319,Op_Bnb
bluespade,BlueSpade,BLU,Derivatives,78.52672725249236,Cronos;Polygon
zkfair,Zkfair,ZKF,Canonical Bridge,78.08520320162799,Ethereum
superhedge,SuperHedge,-,Yield,77.7400491109371,Ethereum
dubble-exchange,Dubble Exchange,DUB,Yield,77.28566327430104,Arbitrum
strikex,StrikeX,STRX,Farm,77.18264909102561,Binance
moondao,MoonDao,MD,Reserve Currency,76.75664735982886,Moonriver
raga-finance,Raga Finance,-,Yield Aggregator,76.34453992083368,Berachain
p2pflip,P2PFlip,-,Luck Games,75.90055785272355,Matchain
lighter-v1,Lighter V1,-,Dexs,73.86744201728592,Arbitrum
eggtartswap,EggTartSwap,EGGT,Dexs,73.656900123979,Harmony
kefirswap,KefirSwap,KEFIR,Dexs,73.05046766546656,Kava
supersweth-vault,SuperSweth Vault,SWELL,Farm,72.23410418161903,Ethereum
kannagi-finance,Kannagi Finance,KANA,Yield Aggregator,72.2025593340357,zkSync Era
dogium-farm,Dogium Farm,DOGIUM,Dexs,71.75801500349084,Dogechain
flux-protocol,Flux Protocol,FLUX,Lending,71.63045172744869,OKExChain;Binance;Polygon;Arbitrum;Ethereum;Conflux
atlas-exchange,Atlas Exchange,-,Dexs,70.69880543839807,Hemi
rollspace,Rollspace,-,Luck Games,70.54886429687582,Base;Binance
apexswap,ApexSwap,APEX,Dexs,69.73821669376733,Avalanche
beratlas-finance,Beratlas Finance,BATLAS,Reserve Currency,69.28510941690902,Berachain
fedex-finance,FeDex Finance,FED,Dexs,69.07779121018343,Op_Bnb
procyon,Procyon,PCY,Farm,68.66440162995889,Cronos
earnifty,Earnifty,-,Yield Aggregator,67.48058587580759,Velas
doora-inu,Doora Inu,DINU,Yield,67.18408441586276,Arbitrum
minu,Minu,MINU,Farm,66.63069243770947,Binance
tethys-perpetual,Tethys Perpetual,TETHYS,Derivatives,65.8829728478639,Metis
fastyield-finance,Fastyield Finance,FAST,Yield Aggregator,65.46009161014891,Fantom
sedge,sedge,-,Dexs,65.16692996341865,Base
fluxusfi,FluxusFi,FLX,Dexs,65.06509498101926,Base
valorem,Valorem,-,Options Vault,65.00231514147961,Arbitrum
dorian,Dorian,-,Lending,64.90548188221656,CORE
dogepup,DogePup,DOGEPUP,Farm,64.44102360328748,Dogechain
upheaval-v2,Upheaval V2,UPHL,Dexs,64.41564308116844,Hyperliquid L1
suprafi,SupraFi,-,Liquid Staking,63.791900767646084,Sonic
spiraldao,SpiralDao,SPR,Yield,63.18565291624675,Ethereum
waterdendy,WaterDendy,WD,Yield,62.909432616207525,Arbitrum
zkdefi,zkDefi,-,Dexs,61.810162567710854,Polygon zkEVM
pulsegun-farm,PulseGun Farm,-,Farm,61.76005918414731,Pulse
jujube-finance,Jujube Finance,-,Dexs,61.252681595784416,Aptos
bagel-finance-v2,Bagel Finance V2,-,Indexes,61.228932472589364,TON
silo-protocol,Silo Protocol,HDL,Options Vault,60.87739079833709,Algorand
stationdex-v2,StationDEX V2,-,Dexs,60.47036294706967,X Layer
gmcash,GmCash,GMC,Algo-Stables,59.86760806543569,Arbitrum
chocobase,ChocoBase,Choco,Farm,59.83961649897545,Base
opankeswap,Opankeswap,-,Dexs,59.52612310909601,Op_Bnb
fisclend-finance,Fisclend Finance,-,Lending,59.09373034621911,World Chain;Sonic;ApeChain
tarina,Tarina,TARINA,Dexs,58.84575415925693,Avalanche
structured-lsd,Structured LSD,SLSD,Yield,58.44020635322335,Ethereum
dtx-derivatives,DTX Derivatives,-,Derivatives,58.099333542627505,Blast;Taiko
cian-curating,CIAN Curating,-,Risk Curators,57.715469310537884,Ethereum
nexter,Nexter,-,Prediction Market,57.12671731692176,Polygon;Mantle
solayer-usd,Solayer USD,LAYER,RWA,57.05399695569256,Solana
pacman,Pacman,-,Leveraged Farming,56.928846866301164,Arbitrum
bits,Bits,BITS,Yield,55.877842555353155,Base;CORE;Ethereum
mama,MAMA,-,Dexs,55.815103553044175,Polygon
goosefx-v1,GooseFX V1,GOFX,Dexs,54.501222610311586,Solana
belief-market,Belief Market,-,Prediction Market,54.36737768862382,Binance;Base
bitzap-yusd,BitZap yUSD,-,CDP,53.902585352558326,Bitlayer
stout,Stout,STTX,CDP,52.85984419096923,Sonic
smbswap-v3,SMBSwap V3,SELF,Dexs,51.66920261367338,Binance
baptswap-v2,BaptSwap V2,-,Dexs,51.06365470196481,Aptos
derify-protocol,Derify Protocol,DRF,Dexs,50.12348035220016,Binance
aquas-trade,Aquas Trade,-,Dexs,49.9572285563094,Europa
vampireswap,VampireSwap,VAM,Dexs,49.938298722406024,Fantom
logx-v2,LogX V2,LOGX,Derivatives,49.58380764352211,Sonic;Base;Mint;Abstract;Arbitrum;Manta;Optimism;Mode;Scroll;Polygon;Rari;ApeChain;Sei;Taiko;BOB;Mantle;Kroma;Blast;Linea
stablz,Stablz,STABLZ,Yield,49.567367049875855,Ethereum
vivelabouje,ViveLaBouje,VIVE,Yield,49.42144113146879,Fantom
fatexfi,FATExFi,FATE,Dexs,49.323160074408364,Polygon
camel-farm,Camel Farm,CAMEL,Farm,48.68795615296913,Arbitrum
ultrasolid-v2,Ultrasolid V2,US,Dexs,48.14989060745403,Hyperliquid L1
moveflow,MoveFlow,-,Payments,47.81858357927813,EDU Chain;Aptos
lexer-markets,Lexer Markets,LEX,Derivatives,47.8014334306797,Arbitrum
pencils-protocol,Pencils Protocol,DAPP,Farm,47.1529855231507,Scroll
coindrip,CoinDrip,-,Payments,47.00770431410841,Elrond
polyfriend.tech,polyfriend.tech,-,SoFi,46.76550219095759,Polygon
avaviking,AvaViking,VIKING,Yield,46.7290634405854,Avalanche
cryptoo-tech,Cryptoo Tech,-,SoFi,46.65571799280892,Arbitrum
zkfox,zkFox,ZKFOX,Leveraged Farming,46.160647945468,zkSync Era
gloom-finance,Gloom Finance,GLOOM,Dexs,45.68332746910715,Sonic
jellybeanswap,JellyBeanSwap,-,Dexs,45.507207481265986,Binance
veritable-dao,Veritable DAO,VRT,Yield,45.40881375126835,Polygon
amogus-dao,Amogus DAO,SUS,Reserve Currency,44.972483118357815,Avalanche
ketchup-finance,Ketchup Finance,KETCHUP,Yield,44.964547667873425,Binance
adena-finance,Adena Finance,ADENA,Dexs,44.76541291581891,Harmony
lavafall,Lavafall,Lavafall,Yield,44.611402916451155,Fantom
universeftm,UniverseFTM,UNIVERSE,Yield,44.38801974607814,Fantom
quantum-unit,Quantum Unit,QU,Staking Pool,43.58600228806944,Binance
v2swap,v2swap,-,Dexs,43.14910163329879,Op_Bnb
securo-finance,Securo Finance,-,Indexes,43.0,Avalanche;Binance;Aurora;Polygon
random-reward,Random Reward,-,Prediction Market,42.80914947699354,Ethereum
dogewhale,Dogewhale,DOGEWHALE,Reserve Currency,42.331549012708315,Binance
glori-finance,Glori Finance,GLORI,Lending,42.079673972069685,Arbitrum
wild-base,Wild Base,WILDx,Farm,41.56048671331098,Base
spiral-finance,Spiral Finance,SPR,Yield Aggregator,41.478307051222465,Fantom
firi,Firi,-,CEX,41.33352645721633,Ripple;Ethereum;Cardano;Solana;Bitcoin
creditum,Creditum,CREDIT,Algo-Stables,41.17676029797107,Fantom
elyfi,ELYFI,ELFI,RWA,40.82715131407785,Ethereum;Binance;Klaytn
cakewswap,CakeWSwap,CAKEW,Dexs,40.79113491881797,EthereumPoW
sealightswap,SeaLightSwap,SEAS,Dexs,39.46498117440299,Polygon
bridge-lz,Bridge LZ,-,Bridge,39.32058029456822,Linea;Base;Optimism;Ethereum
spartacus-exchange,Spartacus Exchange,-,Dexs,38.774555330281196,Fantom
degenhive-memepad,DegenHive Memepad,-,Launchpad,38.72017136727093,Sui
katanaswap,KatanaSwap,KTN,Dexs,38.58957638095627,ZetaChain
squadefi,SquaDeFi,-,SoFi,38.08414298174628,Base
colafactory,ColaFactory,COLA,Farm,38.00122609700183,Pulse
compx-streaming,Compx Streaming,-,Payments,37.970527638220155,Algorand
ink-bridge,Ink Bridge,-,Canonical Bridge,37.96784179636849,Ethereum
torus,Torus,TORUS,Dexs,37.874823320044946,Base
meow-protocol,Meow Protocol,-,Lending,37.83557603897549,Scroll;Ethereum
ice-colony,Ice Colony,ICE,Yield,37.47471779099167,Polygon
tanukix,TanukiX,-,Dexs,37.09443982040469,Taiko
dvol,dVOL,-,Options Vault,36.97274212867505,Arbitrum;Binance
kuraswap-legacy,KuraSwap Legacy,KURA,Dexs,36.900608371390064,Sei
quokkalend,QuokkaLend,-,Lending,36.88548871086527,Morph
bastilledelabouje,BastilleDeLaBouje,BASTILLE,Yield,36.811082816731194,Fantom
saharadao,SaharaDAO,MNG,Algo-Stables,36.72087978621109,Cronos
ajira-pay-finance-v1,Ajira Pay Finance V1,AJP,Payments,36.63206240288253,Polygon;Kava
babydoge-algebra,BabyDoge Algebra,BabyDoge,Dexs,36.53428234255547,Binance
modswap,Modswap,-,Dexs,36.025675473486814,Mode
meso-finance-fantom-farm,Meso Finance Fantom Farm,fMESO,Yield,35.7391656955482,Fantom
boomswap,BoomSwap,BOOM,Dexs,35.666711447891785,Binance
philetairus-socius,Philetairus Socius,SOCIUS,Dexs,35.21008114673285,Fantom
desyn-liquid-strategy,DeSyn Liquid Strategy,-,Yield Aggregator,34.824253708216496,Arbitrum;Mode;CORE;AILayer;BSquared;Hemi;Binance;Goat;Plume Mainnet;Bitlayer;zkLink;Linea;Merlin;Scroll;exSat;HashKey Chain
btcfi-farm,BTCFi Farm,-,Farm,34.43184002141883,Bifrost Network
energyfi,Energyfi,EFT,Dexs,34.10480174343638,Moonbeam
s-finance,S Finance,SFG,Dexs,33.983330523210014,Ethereum
jewelswap-nft-lending,JewelSwap NFT Lending,-,NFT Lending,33.82505189529089,Elrond
plantbaseswap,PlantBaseSwap,PLANT,Dexs,33.568433547744455,Base
yogurt-finance,Yogurt Finance,YOGURT,Farm,33.32595988603782,Pulse
elma,ELMA,ELITE,Lending,32.73303129294011,Fantom
abcdefx,ABcDeFX,-,Dexs,32.14911763067502,Kucoin;Fantom;Kava;MultiVAC;Echelon
spiral-fi-mixer,Spiral Fi Mixer,SPIRAL,Privacy,31.990711847652967,zkSync Era;Polygon zkEVM
bevm,BEVM,-,Chain,31.749183391447897,Bitcoin
ngmi-zone,NGMI Zone,-,Luck Games,31.67351477642625,Neutron
defo,DeFO,-,SoFi,30.761646732102633,Base
sportbet,SportBet,SBET,Prediction Market,30.7039292250368,EOS
rubikfarm,RubikFarm,RUBIK,Farm,30.6420195809035,Binance
jadeswap,Jadeswap,-,Dexs,30.222641726854125,Mantle
linkdefi,LinkDeFi,-,Yield Aggregator,30.171398308141395,Base
genesys,Genesys,DNA,Yield,29.985741940263846,Fantom
treehouse-finance,TreeHouse Finance,LEAF,Yield,29.06203942303773,Avalanche
unihedge,Unihedge,-,Prediction Market,28.99950268945858,Polygon
taidog,TaiDog,TAIDOG,Yield,28.739097883207748,Taiko
bouncebit-ethena,BounceBit Ethena,-,Yield,28.18815948751767,Ethereum
mayz-protocol,MAYZ Protocol,MAYZ,Indexes,27.95107536239538,Cardano
swyrl-legacy,Swyrl Legacy,-,Dexs,27.948522416969,Monad
genius,Genius,GENI,Yield,27.85765105650755,Ethereum;Binance;Avalanche;Polygon;Pulse
redemption-finance,Redemption Finance,RDMP,Farm,27.689260498142836,Base
esper-finance,Esper Finance,-,Dexs,27.252243084127617,Mantle
jioswap,JioSwap,-,Dexs,27.119137909273284,Meter;Ethereum;GodwokenV1
corepilot,Corepilot,-,Liquid Staking,26.904562594041632,CORE
a-dex,A-DEX,-,Dexs,26.501189391760057,EOS;Wax
tea-fi,Tea-Fi,TEA,Yield,26.181428290875278,Ethereum;Polygon
glitter-finance,Glitter Finance,XGLI,Bridge,26.074731203466673,Solana;Algorand;Ethereum
mixswap-finance,MixSwap Finance,MXS,Farm,26.00105939143181,Binance
deflex,Deflex,-,DEX Aggregator,25.704842730772192,Algorand
lazyfi,LazyFi,-,Gaming,25.69608767268239,Near
produs,PRODUS,PRODUS,Dexs,25.68714316866888,Binance
tren-finance,Tren Finance,TREN,CDP,25.64389363711922,Arbitrum
defi-master,Defi Master,BST,Yield,24.71848725073847,Arbitrum
omni-protocol,Omni Protocol,-,Lending,24.71523039619046,Ethereum
rubydex,RubyDex,-,Derivatives,24.126535119016516,Ethereum;Optimism;Avalanche;Binance;Polygon;Arbitrum;zkSync Era;Mantle;Manta;Linea
butterfly-finance,Butterfly Finance,-,Farm,23.910625923717085,Avalanche
mining-tycoon,Mining Tycoon,-,Ponzi,23.6351069733279,Solana
defi-halal,Defi Halal,HALAL,CDP,23.60512555731984,Polygon
yaakoswap,Yaakoswap,-,Dexs,23.327080948515277,MTT Network
reservoir,Reservoir,-,Dexs,22.794856736188898,Avalanche
interest-dex,Interest DEX,-,Dexs,22.417677919287875,Movement
ace-of-base,Ace of Base,ACE,Farm,22.412592399676846,Base
rehold-v2,ReHold V2,-,Yield,22.374510950486926,Base;Ethereum;Polygon;Avalanche;Binance;Arbitrum;Optimism;Linea;Manta
snake-finance,Snake Finance,SNAKE,Algo-Stables,21.403042480422354,Sonic
liquify,Liquify,Liquify,Dexs,21.138515841485262,CORE
oakfarm,OakFarm,OKF,Yield,20.20653036756261,OKExChain
mama-dao,Mama DAO,MAMA,Reserve Currency,20.167246151677144,Polygon
palomino-finance,Palomino Finance,-,Lending,20.003664955077852,Saga
solidblast,SolidBlast,-,Dexs,19.971239119340556,Blast
astarnova,Astarnova,NOVA,Dexs,19.514379,Astar
skullswap-v2,SkullSwap V2,SKULL,Dexs,19.322996874327586,Fantom
openzk,OpenZK,-,Canonical Bridge,18.947250468442803,Ethereum
equation-v1,Equation V1,EQU,Derivatives,18.923738029272123,Arbitrum
cronews,cronews,-,SoFi,18.755095186713955,Cronos
bryan-on-base,Bryan on Base,BRYAN,Farm,17.97235000565957,Base
onyx-v2,Onyx V2,XCN,Lending,17.370446977270813,Ethereum
lotusdex-v2,LotusDex V2,-,Dexs,16.856909962153686,Mantra
voodoo-trade-fantom,Voodoo Trade Fantom,VMX,Derivatives,16.66446302947697,Fantom
flooring-protocol,Flooring Protocol,FLC,NFT Marketplace,16.51490838607384,Ethereum
harbor-market,Harbor Market,HBR,Lending,16.278699972880197,Binance
novation,Novation,Nova,Lending,15.827999429560528,Blast
unirex-finance,Unirex Finance,UNIREX,Farm,15.67242054334502,Fantom
musical-chairs,Musical Chairs,-,Gaming,15.657920158487164,Arbitrum
noaharkdao,NoahArkDAO,NRK,Reserve Currency,15.55555901689626,Avalanche
coup-farm,Coup Farm,COUP,Yield,15.314804644773817,Avalanche
astrofi,AstroFi,AFI,Dexs,15.179904279776324,Ethereum
the-story-of-draco,The Story of Draco,DRACO,Farm,14.903967189469249,Fantom
apedao,ApeDAO,vAPE,Farm,14.850911248383982,Fantom
jupiter-swap,Jupiter Swap,-,Dexs,14.814926692714744,Kava
gomble-games,Gomble Games,GM,Farm,14.788179602292056,Binance
hyperloan,HyperLoan,-,Lending,14.759597530353641,BESC Hyperchain
warp-finance,Warp Finance,-,Launchpad,14.353260654284783,Ethereum
equito-finance,Equito Finance,-,Bridge,14.29065292836362,Ethereum;Binance;Algorand
syncus,Syncus,SYNC,Reserve Currency,13.968303208717582,zkSync Era;Ethereum
webribe-dao,weBribe DAO,vBRB,Governance Incentives,13.942648362856943,Fantom
v3s-finance,V3S Finance,V3S,Algo-Stables,13.60240660173127,Cronos
cuanswap,CuanSwap,CUAN,Dexs,13.492689871499115,CORE
sigmao,Sigmao,-,Options Vault,13.247646898093562,Ergo
flatcoin-dex,FlatCoin DEX,FLAT,Farm,12.497218566006987,Tron
opendelta-perpetual-bond,OpenDelta Perpetual Bond,OPB,Basis Trading,12.29741232557116,Solana
untangled-rwa,Untangled RWA,-,RWA,12.017196057988,Celo
wise-lending-v1,Wise Lending V1,-,Lending,11.694687220234188,Ethereum
lunafi,LunaFi,LFI,Prediction Market,11.613739737619513,Polygon
ostrich,Ostrich,-,Derivatives,11.28488017628237,Arbitrum
ohmycrypt,OhMyCrypt,-,Dexs,11.197409467565496,Base
micro-credit-project,Micro Credit Project,-,Uncollateralized Lending,10.996325713845431,HAQQ
coffer-city,Coffer City,-,Services,10.963285062347426,Kava
arbor-finance,Arbor Finance,-,Lending,10.962272023676524,Ethereum
nearlend-dao,Nearlend DAO,NELD,Lending,10.840250931160638,Near
handle.fi-perps,handle.fi Perps,FOREX,Derivatives,10.777060834661487,Arbitrum
dropcopy,DropCopy,DROP,Prediction Market,10.699496351762477,Solana
papa-dao,Papa DAO,PAPA,Reserve Currency,10.67831312026448,Avalanche
trufin-legacy-vaults,TruFin Legacy Vaults,-,Liquid Staking,10.66604454026795,Ethereum
crypto-lottery,Crypto Lottery,CL,Luck Games,10.569773320622629,Binance;Avalanche;Polygon;Celo;CSC;Kucoin
utyabswap,UtyabSwap,UTYAB,Dexs,10.49729344608313,TON
opal-defi,Opal DeFi,GEM,Yield Aggregator,10.349823353846904,Ethereum
metavault-binary-options,Metavault Binary Options,-,Options,10.11282891844148,Polygon
tornadao,Tornadao,NADO,Reserve Currency,10.01861404820533,Avalanche
netweave-vaults,NetWeave Vaults,NEW,Yield,9.997018718038088,Mode
dogeclaw,DogeClaw,CLAW,Gaming,9.983594417415787,OKExChain
print3r,PRINT3R,-,Derivatives,9.817804516447772,Mode;Base
windfall,Windfall,-,Yield Lottery,9.790925872509135,Blast;Canto
miner-ercx,Miner ERCX,MINER,Farm,9.755224448180865,Ethereum;Base
avolend,AvoLend,AVO,Lending,9.658547889202739,Blast
fei-protocol,Fei Protocol,TRIBE,Algo-Stables,9.262121556432366,Ethereum
pizzax,PizzaX,PizzaX,Ponzi,9.261172972213746,Binance
zkboost,zkBoost,ZKB,Launchpad,9.241708850912884,zkSync Era
circlepacific,CirclePacific,CIRCLE,Dexs,9.021000720314085,Manta
fractit-fleet,Fractit Fleet,FLEET,RWA,9.007443195509074,Plume Mainnet;Botanix
nyke-finance,Nyke Finance,-,Lending,8.952727523382535,EthereumClassic
axion-finance-v3,Axion Finance V3,-,Dexs,8.932292113840338,Taiko
starfish-liquid-staking,Starfish Liquid Staking,-,Liquid Staking,8.89679091847878,Astar
traddify-arbitrage,Traddify Arbitrage,-,Yield Aggregator,8.76530714046079,Kava
nayms,Nayms,NAYM,Insurance,8.662194979452151,Ethereum;Base
csrfi,CSRfi,-,Yield,8.432259127180759,Canto
lif3-trade,Lif3 Trade,LIF3,Derivatives,8.185987617879297,Binance;Fantom
debets,Debets,-,Prediction Market,7.896338537706045,Polygon;Fantom
polytrade,Polytrade,TRADE,Yield,7.8849557333331575,Polygon
nowswap,NowSwap,-,Dexs,7.335250008354592,Ethereum
epoch-island,Epoch Island,EPOCH,Farm,7.320319531642439,Arbitrum;Base;Ethereum;Optimism
ecodefi,EcoDeFi,ESG,Lending,7.210547159795695,Binance
1pulse,1Pulse,-,Dexs,7.126674169151049,Pulse
psy,PSY,-,CDP,7.088911925963369,Arbitrum
purple-bridge-dex,Purple Bridge DEX,-,Dexs,7.08592258095236,Polygon
keel-finance,Keel Finance,-,Yield,6.99832957463796,Ethereum
dumpex,DumpEX,-,Farm,6.900972725731524,xDai;Binance;Blast;Linea;Ethereum;Base;Optimism;Arbitrum;Avalanche;Polygon;Fantom
inferno-swap,Inferno Swap,-,Dexs,6.642399254862693,Beam
ocelotdex,OcelotDex,-,Dexs,6.605742362315957,ZetaChain
orio,ORIO,-,Yield,6.430369040863656,Ethereum
mjolnir-exchange,Mjolnir Exchange,-,Derivatives,6.388663970859637,Hemi
zharta,Zharta,-,NFT Lending,6.289820793892854,Ethereum
astrowar-finance,Astrowar Finance,AWAR,Services,6.202439308310163,Harmony
alphax,AlphaX,-,Derivatives,6.117713672351788,Arbitrum;Ethereum
plsprint,PlsPrint,-,Staking Pool,6.036773826365815,Pulse
grokswap,GrokSwap,-,Dexs,6.029183860764129,Op_Bnb
orcus-finance,Orcus Finance,ORU,Algo-Stables,5.962517877585709,Astar
dopin-protocol,Dopin Protocol,-,Dexs,5.952788353278127,Xphere;Taraxa
rage-trade-v1,Rage Trade v1,-,Yield,5.926937,Arbitrum
size-lending,Size Lending,-,Lending,5.843241333883922,Base
paladin-dao,Paladin DAO,PAL,Reserve Currency,5.690889972667642,Binance
everyfinance,EveryFinance,-,Indexes,5.613694326669808,Ethereum;Binance;Polygon
the-don-finance,The Don Finance,THEDON,Farm,5.602789130815237,Fantom
swivel-finance,Swivel Finance,-,Yield,5.492444022435884,Ethereum
cantohm,cantOHM,cOHM,Reserve Currency,5.377357338681281,Canto
babypig-finance,BabyPig Finance,BABYPIG,Yield,5.3724320328983035,Fantom
xmas-past,Xmas Past,$XPAST,Farm,5.2923299636137955,Fantom
ringswap,Ringswap,RING,Farm,5.159344649522774,Sonic
moth-finance,Moth Finance,MOTH,Algo-Stables,5.0989251102252435,Linea
ruby-finance,Ruby Finance,RUBY,Algo-Stables,5.05424749171986,Kava
crocodile-finance,Crocodile Finance,CROC,Algo-Stables,4.874974733925094,Avalanche
gaia-dao,Gaia DAO,GAIA,Reserve Currency,4.806478288073859,Avalanche
ad-astra-bridge,Ad-Astra Bridge,-,Bridge,4.6263641677226035,Ethereum
octopow-finance,OctoPow Finance,OTP,Dexs,4.597828294486095,EthereumPoW
kasava-dex,Kasava Dex,-,Dexs,4.592086546614093,Kava
