slug,name,symbol_llama,category_llama,tvl,chains_llama
sacra,Sacra,SACRA,Gaming,736.4482903509532,Fantom;Sonic;re.al
saddle-finance,Saddle Finance,SDL,Dexs,1120872.7603223724,Ethereum;Arbitrum;Evmos;Optimism;Aurora;Fantom;Kava
safe,Safe,SAFE,Services,0.0,
safeohm,SafeOHM,SOHM,Reserve Currency,0.0,Binance
safeswap,SafeSwap,SSGTX,Dexs,2878.128844459843,Ethereum;Polygon
saffron-finance,Saffron Finance,SFI,Yield,0.0,Ethereum
saga,Saga,SAGA,Chain,,
sagebet,SageBet,-,Prediction Market,749.9386860625992,Arbitrum
sahara-exchange,Sahara Exchange,ANKH,Dexs,107.20366631672736,Oasis
saharadao,SaharaDAO,MNG,Algo-Stables,36.72087978621109,Cronos
sailfish-finance,SailFish Finance,-,Dexs,587653.115571781,EDU Chain
sailing-protocol,Sailing Protocol,-,RWA,0.0,Kava
sailor,Sailor,-,Dexs,36478019.994471006,Sei
saitaswap,SaitaSwap,STC,Dexs,47390.12321160447,Ethereum;Binance
sakai-vault,Sakai Vault,SAKAI,Derivatives,0.0,Binance
sakefinance,SakeFinance,SONE,Lending,4493599.078126621,Soneium
sakeperp,SakePerp,SAKE,Dexs,78154.56166987834,Ethereum;Binance
salem-finance,Salem Finance,SALEM,Yield,16326.767616328989,Polygon;Cronos;Fantom
salsa,SALSA,-,Liquid Staking,40781.306845008694,Elrond
salty.io,Salty.IO,SALT,Dexs,630.1873235882979,Ethereum
salvor,Salvor,ART,NFT Marketplace,500021.34267941816,Avalanche
samodao,SamoDAO,samoDAO,Reserve Currency,282.0968104019689,Binance
sanctuary,Sanctuary,-,Dexs,920.7398873750444,Scroll
sanctum-infinity,Sanctum Infinity,CLOUD,Dexs,258226609.67912692,Solana
sanctum-reserve,Sanctum Reserve,CLOUD,Yield,80259407.3226254,Solana
sanctum-validator-lsts,Sanctum Validator LSTs,CLOUD,Liquid Staking,1549613323.6886537,Solana
sandclock,SandClock,QUARTZ,Yield,110479.98128849392,Ethereum
sandglass,Sandglass,-,Yield,151175.57464492414,Solana;Eclipse
sandyswap,SandySwap,-,Dexs,751.1564880563313,Polygon zkEVM
sanko-bridge,Sanko Bridge,DMT,Canonical Bridge,2322187.4313528496,Arbitrum
sanko-gamecorp,Sanko GameCorp,-,SoFi,7488.375970306466,Arbitrum
sapphire-defi,Sapphire Defi,SAPPHIRE,Yield,484.2465492195109,Fantom
sapphire-mine,Sapphire Mine,-,Yield,1.0973297631786505,Polygon
saros-amm,Saros AMM,SAROS,Dexs,348883.7361623248,Solana
saros-dlmm,Saros DLMM,SAROS,Dexs,147446.3906694561,Solana
saru,Saru,-,Dexs,2759.6631028525658,ApeChain
sashimidao,SashimiDAO,SASHI,Reserve Currency,1.442948935326536,Avalanche
sashimiswap,SashimiSwap,SASHIMI,Dexs,20281.28333513261,Binance;Ethereum;Heco
satin-exchange,Satin Exchange,SATIN,Dexs,1164.9470142907207,Polygon
satlayer,SatLayer,SLAY,Anchor BTC,54191432.16938058,Base;Sui;Babylon Genesis;Ethereum;Binance;Berachain;Bitlayer;TAC;BOB
satori-perp,Satori Perp,-,Derivatives,1498511.081935145,zkSync Era;Linea;Scroll;Zircuit;Arbitrum;Plume Mainnet;X Layer;TON;Story;Polygon zkEVM;Binance;Ethereum;Base
satori-spots,Satori Spots,-,Dexs,3191.2969843431356,Linea;Base;X Layer
satoshi-dex,Satoshi DEX,SATX,Dexs,4584.2238620798435,Stacks
satoshi-finance,Satoshi Finance,SATO,CDP,240.9032114663383,Binance
satoshi-perps,SATOSHI PERPS,-,Derivatives,7434.391817798347,CORE
satoshicoreswap,SatoshiCoreSwap,SATCORE,Dexs,348782.02179438306,CORE
satsat,Satsat,STST,Farm,689.2735069533798,Map
saturn-swap,Saturn Swap,SATURN,Dexs,69282.80925970012,Cardano
saucerswap-v1,SaucerSwap V1,SAUCE,Dexs,18229996.04736028,Hedera
saucerswap-v2,SaucerSwap V2,SAUCE,Dexs,28761365.72497693,Hedera
savanna-finance,Savanna Finance,SVN,Algo-Stables,1116.9220318727082,Cronos
save,Save,SAVE,Lending,130338651.3140212,Solana;Eclipse
save-sol,Save SOL,SAVE,Liquid Staking,7942698.498287346,Solana
savmdex,SavmDEX,SAD,Dexs,19276.9375229921,BEVM
savmswap,savmSwap,-,Dexs,669741.1619693476,Prom;SatoshiVM
savvy,Savvy,SVY,CDP,183967.80616922787,Arbitrum
sboom,Sboom,-,Dexs,5892.674768925403,Sonic
scale,Scale,SCALE,Dexs,320593.60053293186,Base
scallop-aggregator,Scallop Aggregator,SCA,DEX Aggregator,,
scallop-lend,Scallop Lend,SCA,Lending,37259012.85636152,Sui
scallop-pool,Scallop Pool,SCA,Yield,17353.466949231304,Solana
scanto,sCANTO,-,Liquid Staking,2393.444253995666,Canto
scarab-finance,Scarab Finance,SCARAB,Algo-Stables,0.0,Fantom
scarecrow-finance,ScareCrow Finance,SCARE,Yield,243.48875816177815,Fantom
scaryswap,ScarySwap,PUMPKIN,Dexs,461.54832142801456,Fantom
scatter,Scatter,-,NFT Marketplace,0.0,
sceptre-liquid,Sceptre Liquid,-,Liquid Staking,22584538.247983366,Flare
scientix,Scientix,SCIX,Synthetics,369561.7714238455,Binance
scion-finance,Scion Finance,-,Yield Aggregator,1596.548509505268,Moonriver;Fantom
scoop,scoop,-,SoFi,23885.390103205067,Base
scopuly,Scopuly,SCOP,Dexs,1315875.5185807,Stellar
scoreplay.xyz,ScorePlay.xyz,-,Prediction Market,3091.910977225618,Sophon;Base
scranton-finance,Scranton Finance,PAPER,Yield,0.7477854045289853,Fantom
scream,Scream,SCREAM,Lending,1288676.9123830262,Fantom
scribe-v4,Scribe V4,-,Dexs,4210.248232024719,Scroll
scribeswap,Scribeswap,Scribe,Dexs,0.0836719502235111,Scroll
scroll-bridge,Scroll Bridge,-,Canonical Bridge,87852543.01711164,Ethereum
scroll-swap,Scroll Swap,-,Dexs,9182.426768082256,Scroll
scrollswap-finance,Scrollswap Finance,SF,Dexs,523.006582584146,Scroll
scrub,Scrub,LION,Algo-Stables,0.0,Kava;Cronos
scrub-invest,Scrub Invest,-,Yield,6632012.135680333,Kava
sculptor-finance,Sculptor Finance,SCULPT,Lending,4847.6365226857715,Binance
sdai,sDAI,sDAI,Yield,95129005.28698342,xDai
sdex,Sdex,-,Dexs,0.0,ETHF
seadex,SeaDex,CWS,Dexs,1514.815566696415,Moonriver
seafi,SeaFi,-,Yield,499497.981139014,Avalanche
sealightswap,SeaLightSwap,SEAS,Dexs,39.46498117440299,Polygon
seamless-v1,Seamless V1,SEAM,Lending,1810259.4978578344,Base
seamless-v2,Seamless V2,SEAM,Lending,82452027.24385244,Ethereum;Base
seamless-vaults,Seamless Vaults,SEAM,Onchain Capital Allocator,45281793.50796248,Base
seashell,Seashell,-,Yield,0.0,Arbitrum
seaswap,SeaSwap,-,Dexs,615.9085924819462,Sei
secretswap,SecretSwap,SEFI,Dexs,403670.9468089775,Secret
secta-finance-v2,Secta Finance V2,-,Dexs,37372.79493287937,Linea
secta-finance-v3,Secta Finance V3,-,Dexs,12687.1117662519,Linea
sector-finance,Sector Finance,-,Yield,85291.46587999495,Arbitrum;Moonriver;Optimism;Ethereum
secured-finance-lending,Secured Finance Lending,-,Lending,548506.8013935497,Ethereum;Filecoin;Arbitrum;Polygon zkEVM;Avalanche
securedao,SecureDAO,SCR,Reserve Currency,0.0,Fantom
securo-finance,Securo Finance,-,Indexes,43.0,Avalanche;Binance;Aurora;Polygon
sedge,sedge,-,Dexs,65.16692996341865,Base
seeder-finance,Seeder Finance,LEAF,Yield,4553.945746081974,Binance
seedfi-amm,SeedFi AMM,-,Dexs,12367.875078633404,Superseed
seedfi-perp,SeedFi Perp,-,Derivatives,2685.216615129437,Superseed
seedify,Seedify,SFUND,Launchpad,0.0,Binance;Arbitrum;Ethereum
seer,Seer,-,Prediction Market,1588013.5189901316,xDai;Ethereum
segment-finance,Segment Finance,SEF,Lending,750618.6977975774,BOB;Binance;BSquared;Op_Bnb;CORE;RSK
sei,Sei,SEI,Chain,,
seismic,Seismic,-,Lending,5043.246597194727,Blast
seiyan-fun,seiyan fun,-,Launchpad,,
selfex,Selfex,-,Dexs,6.32922660136404e-10,Kava
sendit,Sendit,-,Lending,1459371.1539237397,Solana
sendshot,Sendshot,SEND,Launchpad,,
seneca,Seneca,-,CDP,22080.34018208184,Ethereum;Arbitrum
senpaiswap,SenpaiSwap,-,Reserve Currency,381.33577973853255,Boba
sensay,Sensay,SNSY,Farm,0.0,Ethereum
sense,Sense,-,Yield,35911.64210207676,Ethereum
sensi,Sensi,SENSI,Yield Aggregator,123810.13321549085,Binance
sentiment,Sentiment,-,Lending,16327565.906641806,Hyperliquid L1;Arbitrum
sentinel-trader-bot,Sentinel Trader Bot,SENTBOT,Trading App,990.0143348541352,Solana
sentre,Sentre,SNTR,Dexs,6933.906402105572,Solana
serum,Serum,SRM,Dexs,17875508.65921955,Solana
serum-swap,Serum Swap,SRM,Dexs,261824.4212606071,Solana
service-nervous-systems,Service Nervous Systems,-,Governance Incentives,2393508.847263011,ICP
set-protocol,Set Protocol,-,Indexes,17526562.82422473,Ethereum
set.wtf,set.wtf,-,Yield,717856.7821301997,Ethereum
settleton,SettleTON,-,Yield,83499.53750609799,TON
sevenswap,sevenswap,-,Dexs,0.0087480063078736,Kava
sft-protocol,SFT Protocol,SFT,Liquid Staking,1399398.0160628725,Filecoin
shadecash,ShadeCash,SHADE,Privacy,11093.24997546608,Fantom
shadelend,ShadeLend,SHD,Lending,766514.1448222458,Secret
shadeswap,ShadeSwap,SHD,Dexs,1255236.0416186757,Secret
shadex,ShadeX,SHD,Lending,492334.2500134194,Secret
shadow-exchange-clmm,Shadow Exchange CLMM,SHADOW,Dexs,3395554.1409626817,Sonic
shadow-exchange-legacy,Shadow Exchange Legacy,SHADOW,Dexs,2915769.049384781,Sonic
shadowswap,ShadowSwap,SHDW,Dexs,29334.40436501432,CORE
shape-bridge,Shape Bridge,-,Canonical Bridge,1392291.115669774,Ethereum
shapeshift,ShapeShift,FOX,Dexs,0.0,Ethereum;Arbitrum;Polygon;xDai
shardingdao,ShardingDAO,-,Staking Pool,10143181.498194274,Ethereum
sharedstake,SharedStake,SGT,Liquid Staking,0.0,Ethereum
sharelock,Sharelock,SLOK,Dexs,175.84677835911162,zkSync Era
sharesgram,SharesGram,SG,SoFi,12604.026975413652,Base
sharkswap,SharkSwap,SHARK,Dexs,403220.03366566513,SXnetwork
sharkswap-dex,SharkSwap DEX,-,Dexs,162313.61912457907,Base
sharky,Sharky,SHARK,NFT Lending,220966.46979238783,Solana
sharky-swap,Sharky Swap,SHARKY,Dexs,5787.190294683137,Arbitrum
sharpe-earn,Sharpe Earn,SAI,Onchain Capital Allocator,,
sharpe-magnum,Sharpe Magnum,SAI,Yield,1526.4862465264166,Ethereum
sharpe-perp-aggregator,Sharpe Perp Aggregator,SAI,Derivatives,,
sharplink-gaming,SharpLink Gaming,-,Treasury Manager,,
sheepdex,SheepDex,SPC,Dexs,446480.048272655,Binance
sheesha-finance,Sheesha Finance,SHEESHA,Yield,0.0,Binance
shekelswap,ShekelSwap,SHEKEL,Dexs,171.57378016918008,Arbitrum
shell-protocol,Shell Protocol,SHELL,Dexs,166110.1769673644,Arbitrum
sherlock,Sherlock,-,Insurance,504467.7507551894,Ethereum
sherpa-cash,Sherpa Cash,SHERPA,Privacy,22431.153125277408,Avalanche
shezmu,Shezmu,SHEZMU,CDP,4992.8277307960425,Ethereum
shiba-fantom,Shiba Fantom,SHIBA,Dexs,1368.0765893941152,Fantom
shibance,Shibance,WOOF,Dexs,12056.222857638251,Binance;Kucoin
shibanova,ShibaNova,-,Dexs,48367.83629075525,Binance
shibex,Shibex,SHIB,Dexs,7151.598565433401,Shibarium
shibfi,ShibFi,ShibFi,Farm,0.0,Shibarium
shibshift,ShibShift,PulseShib,Dexs,3414.188430602174,Pulse
shibui-dao,Shibui DAO,SHIBUI,NFT Marketplace,0.0,Boba
shido-dex,Shido Dex,SHDX,Dexs,433506.98345383216,Shido
shield,Shield,SLD,Options,0.0,Binance
shield-protocol,Shield Protocol,SHIELD,Farm,13343.246476058031,Binance
shiftdollar,ShiftDollar,SHIFT,Algo-Stables,91.902329123839,Cronos
shimmerbridge,ShimmerBridge,-,Bridge,251866.6297535327,Ethereum;Binance;Avalanche;Polygon;Optimism;Arbitrum;Fantom;Base
shinobi,Shinobi,-,Dexs,0.0,Ubiq
shiroswap,ShiroSwap,SHIR,Dexs,0.0,Binance
shoebill-v1,Shoebill V1,-,Lending,7743.4338958236385,Klaytn;Kava
shoebill-v2,Shoebill V2,-,Lending,921101.229672256,Manta;BSquared;BOB;Metis;zkLink;Fuse;Mode;WEMIX;Klaytn;ZetaChain;Kroma
shprd,SHPRD,-,Indexes,353729.19626392063,Arbitrum;Ethereum
shrikeperps,ShrikePerps,SHK,Derivatives,12469.84645780636,Polygon zkEVM
shui,SHUI,SHUI,Liquid Staking,4090910.167084733,Conflux
shuriken,Shuriken,-,Services,,
sicx,sICX,-,Liquid Staking,2771269.056673193,Icon
sideshift,SideShift,XAI,Cross Chain Bridge,0.0,Ethereum
sideswap,Sideswap,-,Dexs,47297.88423184994,Zkfair
siennalend,SiennaLend,SIENNA,Lending,123886.8894936491,Secret
siennaswap,SiennaSwap,SIENNA,Dexs,343868.255202911,Secret
sierra,Sierra,SRA,Reserve Currency,842.252923323465,Avalanche
sifchain,Sifchain,EROWAN,Dexs,0.0,Sifchain
sigma-money,Sigma Money,SIGMA,CDP,2955022.810095166,Binance
sigmafi,SigmaFi,-,Lending,13523.477687362674,Ergo
sigmao,Sigmao,-,Options Vault,13.247646898093562,Ergo
sigmaswap,SigmaSwap,-,Bridge,5874.855874799823,LUKSO
sigmausd,Sigmausd,-,Algo-Stables,837603.0019399349,Ergo
silent-protocol,Silent Protocol,-,Privacy,24502.155509426553,Ethereum
silkswap,SilkSwap,-,Dexs,52445.033383554735,Bahamut
silo-protocol,Silo Protocol,HDL,Options Vault,60.87739079833709,Algorand
silo-v1,Silo V1,SILO,Lending,5365562.325638607,Arbitrum;Base;Ethereum;Optimism;Sonic
silo-v2,Silo V2,SILO,Lending,86417558.05093768,Avalanche;Arbitrum;Ethereum;Sonic
silostake,SiloStake,-,Liquid Staking,627942.823767567,Sei
silverswap,SilverSwap,AG,Dexs,49039.610019864835,Sonic;Nibiru
simitciswap,SimitciSwap,-,Dexs,1254.161245717737,Bitcichain
simps,Simps,SIMP,SoFi,7432.013850475997,Base
single-finance,Single Finance,SINGLE,Leveraged Farming,189618.33091740057,Cronos;Arbitrum;Fantom
singular-farm,Singular Farm,SING,Yield,26069.362667520338,Binance;Polygon;Avalanche;Fantom
singularity-finance,Singularity Finance,SFI,Yield,2934580.361613654,Ethereum;Base;Binance
singularitydao,SingularityDAO,SDAO,Yield,510910.6315563808,Ethereum;Binance
singularitynet-agix-staking,SingularityNet AGIX Staking,AGIX,Staking Pool,0.0,Cardano
singularx,SingularX,-,Dexs,2661494.3462951584,Ethereum
sio2-finance,SiO2 Finance,SiO2,Lending,244251.89673877464,Astar
sir,SIR,-,Derivatives,79285.30952394457,Ethereum;Hyperliquid L1
siren,Siren,SI,Options,415500.9669964599,Ethereum;Polygon;Arbitrum
sirio-finance,Sirio Finance,-,Lending,23287.464812535763,Hedera
sirius,Sirius,SIRS,Dexs,5565276.415783069,Tezos
sirius-finance,Sirius Finance,SRS,Dexs,7547.289368044697,Astar
sithswap,SithSwap,SITH,Dexs,178762.57466838323,Starknet
size-lending,Size Lending,-,Lending,5.843241333883922,Base
skale-network-bridge,SKALE Network Bridge,-,Bridge,1134565.0408259674,Ethereum
skate-amm,Skate AMM,-,Dexs,467813.8115360661,Solana;Monad;0G;Sui;Base;Binance;Arbitrum;Ethereum;Mantle;Hyperliquid L1;Plume Mainnet;Eclipse
skate-fi,Skate Fi,-,Liquidity manager,214881.01346457476,Ethereum;Binance;Manta;ZetaChain;Mantle;Arbitrum;Blast;Polygon;Zkfair;Base;Scroll
skcs,sKCS,-,Liquid Staking,40813.65323736245,Kucoin
skeleton-finance,Skeleton Finance,SKULL,Yield,851.8751769974908,Fantom
skullswap-v2,SkullSwap V2,SKULL,Dexs,19.322996874327583,Fantom
skullswap-v3,SkullSwap V3,SKULL,Dexs,79.30564345265186,Fantom
sky-lending,Sky Lending,SKY,CDP,5808986613.605306,Ethereum
sky-rwa,Sky RWA,SKY,RWA,88544695.38163944,Ethereum
skydex,SkyDex,-,Dexs,0.0,Base;zkSync Era
skydrome,Skydrome,SKY,Dexs,62087.73210335635,Scroll
sleepearn-finance,SleepEarn Finance,SEN,Yield,625.4790973389988,Kardia
slingshot,Slingshot,-,DEX Aggregator,,
smardex-amm,SMARDEX AMM,SDEX,Dexs,1010270.2265162432,Ethereum;Arbitrum;Binance;Base;Polygon
smardex-p2p-lending,SMARDEX P2P Lending,-,Lending,7688.679494415864,Ethereum;Polygon;Base;Arbitrum;Binance
smardex-usdn,SMARDEX USDN,-,Basis Trading,3235686.322409611,Ethereum
smartcoin,SmartCoin,SMRT,Yield,0.0,Avalanche
smartcredit,SmartCredit,SMARTCREDIT,Lending,977217.0584107916,Ethereum
smartdex,SmartDEX,-,Dexs,8951.524315962639,Polygon
smartdexbch,SmartDEXBCH,DSMART,Dexs,1244.852616710721,smartBCH
smartpad,SmartPad,PAD,Launchpad,0.0,Aurora;Ethereum;Polygon
smbswap-v2,SMBSwap V2,SELF,Dexs,2965.396539447342,Binance
smbswap-v3,SMBSwap V3,SELF,Dexs,51.66920261367338,Binance
smilee-finance-arbitrum,Smilee Finance Arbitrum,-,Options,15474.885804310594,Arbitrum
smilee-finance-gbera,Smilee Finance gBERA,-,Liquid Staking,3545069.523816687,Berachain
smithii,Smithii,SHRIMP,Launchpad,,
smolswap,SmolSwap,SMOL,Dexs,4029.94016765013,Cronos
smoothy,Smoothy,SMTY,Dexs,947302.7080116436,Ethereum;Binance
snail-finance,Snail Finance,Snail,Lending,2.0165163854085986,Base
snake-finance,Snake Finance,SNAKE,Algo-Stables,21.403042480422354,Sonic
snapshot,Snapshot,-,Services,0.0,
snark-launch,Snark Launch,SNRK,Launchpad,0.0,zkSync Era
snowball,Snowball,SNOB,Yield,435956.98734770727,Avalanche
snowbank,Snowbank,SB,Reserve Currency,0.0,Avalanche
snowcatdao,SnowCatDAO,SCAT,Reserve Currency,0.0,Avalanche
snowdog,Snowdog,SDOG,Reserve Currency,0.2915706915267717,Avalanche
snowflake-exchange,Snowflake Exchange,SNOW,Dexs,106477.92158373598,Polygon;Binance
snowswap,SnowSwap,SNOW,Dexs,81867.7689756262,Polygon;Ethereum
snowswap-amm,SnowSwap AMM,-,Dexs,100061.36113635317,Crab;Darwinia
snowtomb,Snowtomb,STOMB,Algo-Stables,0.0,Avalanche
snowyowl,Snowyowl,SNO,Algo-Stables,0.0,Avalanche
soarpls,SoarPLS,-,Staking Pool,0.4896344735359642,Pulse
sobal,Sobal,-,Dexs,108788.61833742692,Base;Neon
sobax,SOBAX,SBX,Derivatives,3939.086110825193,Polygon;ZetaChain
socialswap,SocialSwap,SST,Dexs,306586.995428076,Tron
sociogram,Sociogram,-,SoFi,0.0,Arbitrum
socket-protocol,SOCKET Protocol,-,Bridge Aggregator,,
soda-protocol,Soda Protocol,-,Lending,0.0770007257349229,Solana
sofa.org,SOFA.org,RCH,Options,991605.6848610232,Arbitrum;Ethereum;Binance;Polygon
sohei,Sohei,HEI,Lending,2.0009900027717867e-06,Arbitrum
solace,Solace,SOLACE,Insurance,0.0,Polygon;Aurora;Ethereum
solana,Solana,SOL,Canonical Bridge,,
solana-farm,Solana Farm,SOL,Dexs,291.5847994428202,Binance
solana-miner,Solana Miner,-,Staking Pool,0.0,Solana
solana-name-service,Solana Name Service,SNS,Domains,,
solanahub-staked-sol,SolanaHub Staked SOL,-,Liquid Staking,1183852.586657179,Solana
solanax,Solanax,SOLD,Dexs,0.0,Solana
solar-dex,Solar Dex,-,Dexs,653.875576060024,Eclipse
solarbeam,Solarbeam,SOLAR,Dexs,228027.56810055603,Moonriver
solarflare,Solarflare,FLARE,Dexs,20203.149977021596,Moonbeam
solayer-restaking,Solayer Restaking,LAYER,Restaking,26040009.840099275,Solana
solayer-usd,Solayer USD,LAYER,RWA,57.05399695569256,Solana
solbank-finance,Solbank Finance,SB,Yield,3.09590640319989,Solana
solera,Solera,-,Lending,14623038.152931258,Plume Mainnet;Hemi
solfi,SolFi,-,Dexs,,
solid,SOLID,-,CDP,81217.55187084513,Terra2
solid-world,Solid World,-,RWA,0.0,Polygon
solidblast,SolidBlast,-,Dexs,19.971239119340556,Blast
solidex,Solidex,SEX,Yield Aggregator,26470.8650051499,Fantom
solidex-finance-v2,SoliDex Finance V2,SDX,Dexs,25940.729961116635,Cronos
solidex-finance-v3,SoliDex Finance V3,SDX,Dexs,90499.95925575357,Cronos
solidlizard-dex,SolidLizard Dex,SLIZ,Dexs,37458.92874656264,Arbitrum
solidlizard-lending,SolidLizard Lending,SCALES,Lending,7492.671896301444,Arbitrum
solidly,Solidly,SOLID,Dexs,21771.483418347587,Fantom
solidly-v2,Solidly V2,SOLID,Dexs,78732.30240161682,Ethereum
solidly-v3,Solidly V3,SOLID,Dexs,440201.6428734064,Base;Optimism;Sonic;Ethereum;Arbitrum;Fantom
solido-cash,Solido Cash,-,CDP,1601134.6028717568,Supra
solido-flow,Solido Flow,-,Liquid Staking,818650.2979689578,Supra
solidpulse,SolidPulse,SOLID,Dexs,9.841925250022338e-18,Pulse
solily-protocol,Solily Protocol,LILY,Yield,0.0,Solana
solisnek-finance,SoliSnek Finance,SNEK,Dexs,10362.55874265032,Avalanche
solo-top,Solo Top,-,Yield,1086600.5225878211,Binance;Polygon;OKExChain;Heco
sologenic,Sologenic,SOLO,Dexs,,
solomon-usdv,Solomon USDv,SOLO,Basis Trading,3004599.2814818337,Solana
solrise-finance,Solrise Finance,SLRS,Indexes,0.0,Solana
soltradingbot,SolTradingBot,STBOT,Telegram Bot,,
soluna,Soluna,SLNA,Yield,2330.315199036256,Terra
solunea,Solunea,-,Dexs,28905.11637321569,zkSync Era;Arbitrum
solv-basis-trading,Solv Basis Trading,SOLV,Basis Trading,234848755.74617857,Binance;Soneium;Arbitrum;Ethereum;Mantle;Polygon;Solana;Merlin
solv-others,Solv Others,-,Anchor BTC,2890099.0044887317,Merlin
solv-rwa,Solv RWA,SOLV,RWA,950141.770048457,Mantle
solv-strategies,Solv Strategies,-,Onchain Capital Allocator,193979630.55314824,Binance;Ethereum;Avalanche;Berachain;BOB
solv-vesting,Solv Vesting,SOLV,RWA,169278.92729326876,Ethereum;Binance;Polygon;Arbitrum
solvbtc,SolvBTC,SOLV,Bridge,994225289.923242,Bitcoin;Binance;Ethereum;Solana;Base;Avalanche;Arbitrum;Mantle;Polygon;Merlin;BOB
solvbtc-lsts,SolvBTC LSTs,-,Restaked BTC,181123618.43017852,Bitcoin;Ethereum
solyard,Solyard,YARD,Yield,0.0,Solana
sommelier,Sommelier,SOMM,Onchain Capital Allocator,1499449.0637083943,Ethereum;Arbitrum;Optimism
somnex-dex,Somnex DEX,-,Dexs,34705.8845904648,Somnia
somnex-perp,Somnex Perp,-,Derivatives,87899.29346143531,Somnia
somnex-v3,Somnex V3,-,Dexs,87872.49567401403,Somnia
somnia-exchange,Somnia Exchange,NIA,Dexs,193325.57270781937,Somnia
sonefi-amm,SoneFi AMM,-,Dexs,111264.74816100457,Soneium
sonefi-perp,SoneFi Perp,-,Derivatives,372234.6895368426,Soneium
soneium-bridge,Soneium Bridge,-,Canonical Bridge,373976.41603692225,Ethereum
sonex,Sonex,-,Dexs,316403.0988519029,Soneium
songtech,SongTech,-,SoFi,20357.21893266913,Base
sonic,Sonic,S,Chain,,
sonic-gateway,Sonic Gateway,-,Canonical Bridge,126835678.03249826,Ethereum
sonic-icp,Sonic ICP,SONIC,Dexs,3124128.7942826906,ICP
sonic-market-amm,Sonic Market AMM,-,Dexs,729.3876618145407,Sonic
sonic-market-liquidity-vault,Sonic Market Liquidity Vault,-,Dexs,2808.543129922404,Sonic
sonic-market-orderbook,Sonic Market OrderBook,-,Dexs,4430.900907123669,Sonic
sonicswap,SonicSwap,SONIC,Dexs,4463.938917664673,Harmony
sonicxswap,Sonicxswap,-,Dexs,3150.6352109120785,Sonic
sonne-finance,Sonne Finance,SONNE,Lending,315899.3322874979,Base;Optimism
sonus-exchange-amm,Sonus Exchange AMM,SONUS,Dexs,72671.29463228774,Soneium
sonus-exchange-clmm,Sonus Exchange CLMM,SONUS,Dexs,13427.742957612025,Soneium
soon,Soon,SOON,Chain,777869.4521849088,Ethereum
sophon-bridge,Sophon Bridge,-,Canonical Bridge,146002886.67561305,Ethereum
sophon-farm,Sophon Farm,-,Chain,9628626.400699489,Sophon;Ethereum
sorare-bridge,Sorare Bridge,-,Canonical Bridge,8715625.345971726,Ethereum
soroswap,Soroswap,-,Dexs,4740487.1113652,Stellar
sorta-finance,Sorta Finance,STA,Lending,81551.02368076889,Arbitrum
sosovalue-basis,SoSoValue Basis,SOSO,Basis Trading,4086924.611086874,Base
sosovalue-indexes,SoSoValue Indexes,SOSO,Indexes,127003997.06832448,Bitcoin;Ethereum;Binance;Doge;Ripple;Solana;Cardano
soswap,Soswap,-,Dexs,14439.709251083124,Base
soulswap,SoulSwap,SOUL,Dexs,3402.261414549711,Fantom;Avalanche
sovryn-bridge,Sovryn Bridge,-,Canonical Bridge,3754086.813407472,Binance;Ethereum
sovryn-dex,Sovryn Dex,SOV,Dexs,12438124.404650964,RSK;BOB
sovryn-lend,Sovryn Lend,SOV,Lending,4085783.8836552138,RSK
sovryn-zero,Sovryn Zero,SOV,CDP,29302889.585193604,RSK
soy-finance,Soy Finance,SOY,Dexs,3256.2559513591355,Callisto;EthereumClassic;Bittorrent;Binance
spacebar,Spacebar,AIR,Gaming,1079.7441200974122,Blast
spacedex,SpaceDex,FLN,Derivatives,1753.801606774458,Binance;Arbitrum
spacefi-evmos,SpaceFi Evmos,SPACE,Dexs,5805.313387973756,Evmos
spacefi-scroll,SpaceFi Scroll,SPACE,Dexs,68576.64880206044,Scroll
spacefi-zksync,SpaceFi zkSync,SPACE,Dexs,1740209.465561511,zkSync Era
spacewhale,SpaceWhale,-,Derivatives,11641.87938326292,Arbitrum
spade-finance,Spade Finance,SPADE,Farm,3.1110351691263314,Fantom
spark-liquidity-layer,Spark Liquidity Layer,SPK,Onchain Capital Allocator,2042182140.6621325,Ethereum;Base;Unichain;Arbitrum;Optimism;Avalanche
spark-savings,Spark Savings,SPK,Yield,2133945530.3199904,Ethereum;Avalanche;Optimism;Arbitrum;Base;Unichain
sparkdex-perps,SparkDEX Perps,SPRK,Derivatives,3425469.437180544,Flare
sparkdex-v2,SparkDEX V2,SPRK,Dexs,4014.549413374031,Flare
sparkdex-v3,SparkDEX V3,SPRK,Dexs,7896.636273529589,Flare
sparkdex-v3.1,SparkDEX V3.1,SPRK,Dexs,59277185.038848005,Flare
sparklend,SparkLend,SPK,Lending,3501248384.264424,Ethereum;xDai
sparklex,SparkleX,-,Yield,308224.8677743027,Ethereum;Base;Binance
sparkswap,Sparkswap,SPARK,Farm,190709.7429174354,Pulse
spartacadabra,Spartacadabra,CHARM,CDP,0.0,Fantom
spartacus,Spartacus,SPA,Reserve Currency,0.0,Fantom
spartacus-exchange,Spartacus Exchange,-,Dexs,38.7745553302812,Fantom
spartadex,SpartaDex,SPARTA,Dexs,243727.130355976,Arbitrum;Linea
spartan,Spartan,SPARTA,Dexs,9672.264352781269,Binance
specter-finance,Specter Finance,SPECTER,Algo-Stables,0.0,Fantom
