protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm
Sushi Furo,-,Payments,['Multi-Chain'],4424.138458085232,[],,,,['api'],0,0,,0
Sushi Kashi,SUSHI,Lending,['Multi-Chain'],142338.75279725032,[],,,,['api'],0,0,,0
Sushi Trident,-,Dexs,['Multi-Chain'],354413.6066503937,[],,,,['api'],0,0,,0
SushiSwap,SUSHI,Dexs,['Multi-Chain'],157310057.85297796,[],,,,['api'],0,0,,0
SushiSwap Agg,SUSHI,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
SushiSwap V3,SUSHI,Dexs,['Multi-Chain'],167519271.59611398,[],,,,['api'],0,0,,0
Suterusu,SUTER,Services,['Multi-Chain'],212947.33995866,[],,,,['api'],0,0,,0
Suzaku,-,Restaking,['Avalanche'],7985293.903276977,[],,,,['api'],0,0,,0
Swaap Earn,-,Yield,['Multi-Chain'],6457.142645794294,[],,,,['api'],0,0,,0
Swaap Maker V1,-,Dexs,['Polygon'],157135.12108737233,[],,,,['api'],0,0,,0
Swaap Maker V2,-,Dexs,['Multi-Chain'],12360121.08567939,[],,,,['api'],0,0,,0
Swamp Finance,SWAMP,Yield,['Binance'],1871324.946392298,[],,,,['api'],0,0,,0
SwanSwap,SWAN,Dexs,['Shape'],81394.710201393,[],,,,['api'],0,0,,0
Swap Country,-,Dexs,['Harmony'],148778.4676065552,[],,,,['api'],0,0,,0
SwapBased AMM,Base,Dexs,['Base'],201141.3741537305,[],,,,['api'],0,0,,0
SwapBased Concentrated Liquidity,Base,Dexs,['Base'],150276.9628409934,[],,,,['api'],0,0,,0
SwapBased Perp,Base,Derivatives,['Base'],17395.46437785779,[],,,,['api'],0,0,,0
SwapBlast,SBF,Dexs,['Blast'],7078.827674961246,[],,,,['api'],0,0,,0
SwapBlast V3,SBF,Dexs,['Blast'],1699.875161984561,[],,,,['api'],0,0,,0
SwapFish,FISH,Dexs,['Multi-Chain'],48943.44585009157,[],,,,['api'],0,0,,0
SwapMatic,SWAM,Dexs,['Polygon'],731.0724672673294,[],,,,['api'],0,0,,0
SwapMode V2,SMD,Dexs,['Mode'],77940.19271442281,[],,,,['api'],0,0,,0
SwapMode V3,SMD,Dexs,['Mode'],3640.1218714270376,[],,,,['api'],0,0,,0
SwapX Algebra,SWPX,Dexs,['Sonic'],5951766.5963166095,[],,,,['api'],0,0,,0
SwapX V2,SWPX,Dexs,['Sonic'],1155750.6021194342,[],,,,['api'],0,0,,0
Swapline V1,-,Dexs,['Multi-Chain'],4914.04045079897,[],,,,['api'],0,0,,0
Swapline V2,-,Dexs,['Base'],59093.45880791847,[],,,,['api'],0,0,,0
SwapperChan,WAIFU,Dexs,['Boba'],25707.0459145158,[],,,,['api'],0,0,,0
Swappi,PPI,Dexs,['Conflux'],7389669.540948654,[],,,,['api'],0,0,,0
Swapr V2,SWPR,Dexs,['Multi-Chain'],712730.7341789567,[],,,,['api'],0,0,,0
Swapr V3,SWPR,Dexs,['xDai'],1769939.18294131,[],,,,['api'],0,0,,0
Swaprum,SAPR,Dexs,['Arbitrum'],9988.15676756275,[],,,,['api'],0,0,,0
Swaps.io,-,Bridge,['nan'],,[],,,,['api'],0,0,,0
Swapscanner Dex,SCNR,Dexs,['Klaytn'],0.0,[],,,,['api'],0,0,,0
Swapscanner LSD,SCNR,Liquid Staking,['Klaytn'],9525993.47885883,[],,,,['api'],0,0,,0
Swapsicle V1,POPS,Dexs,['Multi-Chain'],49269.92607285932,[],,,,['api'],0,0,,0
Swapsicle V2,SLUSH,Dexs,['Multi-Chain'],28203.041562770413,[],,,,['api'],0,0,,0
Swarm Markets,SMT,Dexs,['Multi-Chain'],106843.20957414868,[],,,,['api'],0,0,,0
Swaylend,-,Lending,['Fuel'],2950146.968143654,[],,,,['api'],0,0,,0
Sweep,SWEEPR,RWA,['Multi-Chain'],7950.14741114198,[],,,,['api'],0,0,,0
Sweep n Flip,-,NFT Marketplace,['Multi-Chain'],1161.007763584835,[],,,,['api'],0,0,,0
SweetSwap,Sweets,Dexs,['Dogechain'],5743.268627405735,[],,,,['api'],0,0,,0
Swell BTC LRT,SWELL,Yield Aggregator,['Ethereum'],2445679.64084613,[],,,,['api'],0,0,,0
Swell Earn,SWELL,Yield Aggregator,['Multi-Chain'],1921794.420698878,[],,,,['api'],0,0,,0
Swell L2 Farm,SWELL,Farm,['Ethereum'],135746739.4477173,[],,,,['api'],0,0,,0
Swell Liquid Restaking,SWELL,Liquid Restaking,['Ethereum'],91987994.73318677,[],,,,['api'],0,0,,0
Swell Liquid Staking,SWELL,Liquid Staking,['Ethereum'],103862803.63910206,[],,,,['api'],0,0,,0
Swellchain Bridge,-,Canonical Bridge,['Ethereum'],8804499.693122014,[],,,,['api'],0,0,,0
Swerve,SWRV,Dexs,['Ethereum'],305779.5101658126,[],,,,['api'],0,0,,0
Swift Finance,SWIFT,Yield,['Avalanche'],807.7258921198355,[],,,,['api'],0,0,,0
Swim Protocol,-,Cross Chain Bridge,['Solana'],102557.09207055384,[],,,,['api'],0,0,,0
Swing,$SWING,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Swing DAO,GNIWS,Reserve Currency,['Avalanche'],0.02068893345117,[],,,,['api'],0,0,,0
Swipe,SXP,Dexs,['Multi-Chain'],31540.421175696123,[],,,,['api'],0,0,,0
Swirl,-,Liquid Staking,['IOTA'],14477601.023004,[],,,,['api'],0,0,,0
SwirlLend,SWI,Lending,['Multi-Chain'],0.126204224002,[],,,,['api'],0,0,,0
SwissBorg,BORG,CEX,['Multi-Chain'],1846863448.683276,[],,,,['api'],0,0,,0
Switcheo Finance,-,Dexs,['Ethereum'],3241460.8296914212,[],,,,['api'],0,0,,0
Swivel Finance,-,Yield,['Ethereum'],5.492444022435884,[],,,,['api'],0,0,,0
Swop,SWOP,Dexs,['Multi-Chain'],1147638.9017912785,[],,,,['api'],0,0,,0
Swych Perpetual,SWYCH,Derivatives,['Binance'],256630.23682021027,[],,,,['api'],0,0,,0
Syde,-,Synthetics,['TON'],7443.749068671774,[],,,,['api'],0,0,,0
Sygma,-,Bridge,['Ethereum'],34161704.9063904,[],,,,['api'],0,0,,0
Sygnum FIUSD Liquidity Fund,-,RWA,['zkSync Era'],46371696.6786,[],,,,['api'],0,0,,0
Symbiosis,SIS,Cross Chain Bridge,['Multi-Chain'],10442079.5957324,[],,,,['api'],0,0,,0
Symbiotic,-,Restaking,['Ethereum'],1146342645.716694,[],,,,['api'],0,0,,0
Symblox,SYX,Synthetics,['Velas'],13249.1581028718,[],,,,['api'],0,0,,0
Symmetric,SYMM,Dexs,['Multi-Chain'],86922.9178512753,[],,,,['api'],0,0,,0
Symmetry,-,Indexes,['Solana'],4631867.920778787,[],,,,['api'],0,0,,0
Symmetry Trade,-,Derivatives,['Scroll'],7985.478879813764,[],,,,['api'],0,0,,0
Symphony Exchange,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Symphony Finance,-,Dexs,['Multi-Chain'],853.5201727636577,[],,,,['api'],0,0,,0
SynFutures V1,F,Derivatives,['Multi-Chain'],117543.31815572723,[],,,,['api'],0,0,,0
SynFutures V2,F,Derivatives,['Polygon'],0.0024583364181121,[],,,,['api'],0,0,,0
SynFutures V3,F,Derivatives,['Multi-Chain'],11252984.394925283,[],,,,['api'],0,0,,0
SynLev,SYN,Synthetics,['Ethereum'],0.0,[],,,,['api'],0,0,,0
SynStation,-,Prediction Market,['Multi-Chain'],238838.824633878,[],,,,['api'],0,0,,0
Synapse,SYN,Cross Chain Bridge,['Multi-Chain'],43037654.18511515,[],,,,['api'],0,0,,0
Synatra,-,Yield Aggregator,['Solana'],4808174.49870256,[],,,,['api'],0,0,,0
SyncSwap,-,Dexs,['Multi-Chain'],33803579.84515545,[],,,,['api'],0,0,,0
SyncSwap V3,-,Dexs,['nan'],,[],,,,['api'],0,0,,0
SyncYield,SYN,Yield Aggregator,['zkSync Era'],0.0170978358660042,[],,,,['api'],0,0,,0
Syncus,SYNC,Reserve Currency,['Multi-Chain'],18.804475515169106,[],,,,['api'],0,0,,0
Synnax Protocol,-,CDP,['Sei'],14253749.004413169,[],,,,['api'],0,0,,0
SynthEx,SYX,Synthetics,['Arbitrum'],1134.1548302571043,[],,,,['api'],0,0,,0
Synthetify,SNY,Synthetics,['Solana'],54840.72763398298,[],,,,['api'],0,0,,0
Synthetix V3,SNX,Derivatives,['Multi-Chain'],146087738.51605833,[],,,,['api'],0,0,,0
Synthetix v1+v2,SNX,Synthetics,['Multi-Chain'],1789.2176490690797,[],,,,['api'],0,0,,0
Synthswap Perps,SYNTH,Derivatives,['Base'],992.1680405397148,[],,,,['api'],0,0,,0
Synthswap V2,SYNTH,Dexs,['Base'],25966.37464034315,[],,,,['api'],0,0,,0
Synthswap V3,SYNTH,Dexs,['Base'],6541.8269139702625,[],,,,['api'],0,0,,0
Sypher Finance,SYP,Derivatives,['Base'],11612.204409824146,[],,,,['api'],0,0,,0
Syrup Finance,SRX,Derivatives,['Binance'],2420.979963483486,[],,,,['api'],0,0,,0
T RIZE,RIZE,RWA,['Base'],23000000.0,[],,,,['api'],0,0,,0
T2T2,T2T2,SoFi,['Multi-Chain'],20535.012122940298,[],,,,['api'],0,0,,0
TAC Cross Chain Layer,-,Bridge,['TON'],15561660.52327337,[],,,,['api'],0,0,,0
TAKOSWAP,TAKO,Dexs,['OpenGPU'],110461.00578343544,[],,,,['api'],0,0,,0
TAOlie,TAOlie,Staking Pool,['Solana'],0.0,[],,,,['api'],0,0,,0
TCV Platform,-,Liquidity manager,['Arbitrum'],9531.757741556336,[],,,,['api'],0,0,,0
TEN Finance,TENFI,Yield,['Binance'],286856.85691479564,[],,,,['api'],0,0,,0
TFM,-,Dexs,['Terra'],3726.621801332904,[],,,,['api'],0,0,,0
TG Casino,TGC,Prediction Market,['Ethereum'],0.0,[],,,,['api'],0,0,,0
THENA FUSION,THE,Dexs,['Binance'],2672177.9866567487,[],,,,['api'],0,0,,0
THENA INTEGRAL,THE,Dexs,['Binance'],10208852.948855858,[],,,,['api'],0,0,,0
THENA PERPS,THE,Derivatives,['nan'],0.0,[],,,,['api'],0,0,,0
THENA V1,THE,Dexs,['Multi-Chain'],7200956.135807898,[],,,,['api'],0,0,,0
THORWallet DEX,TGT,Cross Chain Bridge,['nan'],0.0,[],,,,['api'],0,0,,0
TLX Finance,TLX,Derivatives,['Optimism'],0.0,[],,,,['api'],0,0,,0
TNA Protocol,BN,Domains,['nan'],,[],,,,['api'],0,0,,0
TON,TON,Chain,['nan'],,[],,,,['api'],0,0,,0
TON Diamonds,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
TON Hedge,-,Options,['TON'],25464.358607357644,[],,,,['api'],0,0,,0
TON Locker,-,Chain,['TON'],0.0,[],,,,['api'],0,0,,0
TON Pump,-,Telegram Bot,['TON'],3855.22839617579,[],,,,['api'],0,0,,0
TONCO,-,Dexs,['TON'],7378799.459343801,[],,,,['api'],0,0,,0
TProtocol V1,TPS,RWA,['Ethereum'],1354.65026025,[],,,,['api'],0,0,,0
TProtocol V2,TPS,RWA,['Ethereum'],332.7744478174556,[],,,,['api'],0,0,,0
TR ENERGY,-,Services,['nan'],,[],,,,['api'],0,0,,0
TRONSAVE,-,Services,['nan'],,[],,,,['api'],0,0,,0
TTswap,-,Dexs,['ThunderCore'],28022.105381774043,[],,,,['api'],0,0,,0
TURNUP,-,SoFi,['Binance'],0.0,[],,,,['api'],0,0,,0
TWTStake,-,Yield,['Binance'],0.0,[],,,,['api'],0,0,,0
TYMIO,-,Options,['Multi-Chain'],734564.8278881424,[],,,,['api'],0,0,,0
TachySwap,-,Dexs,['Etherlink'],748.354472824737,[],,,,['api'],0,0,,0
Taco Studios,-,Dexs,['Wax'],76754.36216005264,[],,,,['api'],0,0,,0
Taffy Finance,-,Dexs,['Saakuru'],117776.11148445267,[],,,,['api'],0,0,,0
TagDotTech,-,SoFi,['Base'],10658.784704593954,[],,,,['api'],0,0,,0
TaiChi,TAC,Reserve Currency,['Binance'],0.1333695221254146,[],,,,['api'],0,0,,0
TaiDog,TAIDOG,Yield,['Taiko'],31.40751346213579,[],,,,['api'],0,0,,0
Taiga Acala,-,Synthetics,['Acala'],385496.0758183058,[],,,,['api'],0,0,,0
Taiga Karura,TAI,Synthetics,['Karura'],186842.81967474063,[],,,,['api'],0,0,,0
Taiko Bridge,TAIKO,Canonical Bridge,['Ethereum'],38609818.46326188,[],,,,['api'],0,0,,0
Taiko Drips,-,Farm,['Taiko'],0.0,[],,,,['api'],0,0,,0
TaikoSwap,-,Dexs,['Taiko'],25139.60409530779,[],,,,['api'],0,0,,0
Takara Lend,-,Lending,['Sei'],133056447.77266368,[],,,,['api'],0,0,,0
TakoTako,-,Lending,['Taiko'],139668.31241142596,[],,,,['api'],0,0,,0
Talent Protocol V1,-,SoFi,['Celo'],0.0083383351881656,[],,,,['api'],0,0,,0
TanX.fi,-,Dexs,['Multi-Chain'],1087347.2120497625,[],,,,['api'],0,0,,0
Tangent,-,Dexs,['Hedera'],0.0,[],,,,['api'],0,0,,0
Tangent Protocol,TANG,Yield,['Cardano'],0.0,[],,,,['api'],0,0,,0
Tangible Arcana,-,Basis Trading,['re.al'],0.0,[],,,,['api'],0,0,,0
Tangible RWA,TNGBL,RWA,['Multi-Chain'],42106930.29883071,[],,,,['api'],0,0,,0
Tangible USTB,TNGBL,RWA,['Ethereum'],2868.621594140132,[],,,,['api'],0,0,,0
TangleSwap,VOID,Dexs,['Multi-Chain'],1985.2419097065667,[],,,,['api'],0,0,,0
TangoSwap,TANGO,Dexs,['smartBCH'],1726.359503078713,[],,,,['api'],0,0,,0
TanukiX,-,Dexs,['Taiko'],37.078020126,[],,,,['api'],0,0,,0
Tapbit,-,CEX,['Multi-Chain'],158027.60971586863,[],,,,['api'],0,0,,0
Tapp Exchange,-,Dexs,['Aptos'],8724792.27834729,[],,,,['api'],0,0,,0
TaraPerps,-,Derivatives,['Taraxa'],4349.716343322677,[],,,,['api'],0,0,,0
Taraswap,TSWAP,Dexs,['Taraxa'],88751.04239935157,[],,,,['api'],0,0,,0
Taraxa Foundation,-,Foundation,['nan'],,[],,,,['api'],0,0,,0
Tardly,ATARD,Yield Lottery,['Algorand'],113856.03848287012,[],,,,['api'],0,0,,0
Tarina,TARINA,Dexs,['Avalanche'],74.73049932668489,[],,,,['api'],0,0,,0
Tarot,TAROT,Lending,['Multi-Chain'],3612225.333882178,[],,,,['api'],0,0,,0
Tashi,TASHI,Lending,['Evmos'],29326.53740326095,[],,,,['api'],0,0,,0
Tea-Fi,TEA,Yield,['Multi-Chain'],99472.27836293523,[],,,,['api'],0,0,,0
Tea-REX,-,Derivatives,['Sei'],4638531.147416899,[],,,,['api'],0,0,,0
Teahouse Managed,-,Yield Aggregator,['Multi-Chain'],2115461.5655513383,[],,,,['api'],0,0,,0
Teahouse Permissionless,-,Liquidity manager,['Multi-Chain'],554797.7107246184,[],,,,['api'],0,0,,0
Tealswap V2,-,Dexs,['Oasys'],13008.576003323626,[],,,,['api'],0,0,,0
Tealswap V3,ALT,Dexs,['Oasys'],278955.73602497316,[],,,,['api'],0,0,,0
Team Finance,SWAP,Token Locker,['Multi-Chain'],118608267.87715092,[],,,,['api'],0,0,,0
Tectonic,TONIC,Lending,['Cronos'],148112464.75262102,[],,,,['api'],0,0,,0
Teddy Cash,TEDDY,CDP,['Avalanche'],40326.95571,[],,,,['api'],0,0,,0
TeddySwap,TEDY,Dexs,['Cardano'],242282.1182253828,[],,,,['api'],0,0,,0
Tegisto,TGS,Dexs,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Tegro,TGR,Dexs,['nan'],0.0,[],,,,['api'],0,0,,0
Tegro Finance,-,Dexs,['TON'],13266.88279568802,[],,,,['api'],0,0,,0
Telcoin,TEL,Payments,['Polygon'],0.0,[],,,,['api'],0,0,,0
TeleSwap,TST,Bridge,['Multi-Chain'],530102.9871061932,[],,,,['api'],0,0,,0
TeleSwap TON,-,Bridge Aggregator,['nan'],,[],,,,['api'],0,0,,0
Telegram USD,-,CDP,['TON'],812130.851335,[],,,,['api'],0,0,,0
Teller,-,Lending,['Multi-Chain'],10036350.229448585,[],,,,['api'],0,0,,0
Telos Swap,SWAP,Dexs,['Telos'],90749.45284964023,[],,,,['api'],0,0,,0
Tempest Capital,TEM,Lending,['Multi-Chain'],0.972585515186958,[],,,,['api'],0,0,,0
Tempest Finance,-,Liquidity manager,['Multi-Chain'],1836749.4873326332,[],,,,['api'],0,0,,0
Templar DAO,TEM,Reserve Currency,['Binance'],0.0,[],,,,['api'],0,0,,0
Templar Protocol,-,Lending,['Near'],3434706.003887738,[],,,,['api'],0,0,,0
TempleDAO,TEMPLE,Reserve Currency,['Ethereum'],3.8489340826756897,[],,,,['api'],0,0,,0
TempleDAO Trade,TEMPLE,Dexs,['Ethereum'],0.0,[],,,,['api'],0,0,,0
TempoDAO,TEMPO,Reserve Currency,['Avalanche'],3.67851339671789,[],,,,['api'],0,0,,0
Tempus Finance,TEMP,Services,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Tender Finance,TND,Lending,['Arbitrum'],278041.64106175024,[],,,,['api'],0,0,,0
TenderSwap,-,Dexs,['Multi-Chain'],7810.853575852806,[],,,,['api'],0,0,,0
Tenderize V1,-,Liquid Staking,['Multi-Chain'],31416.92727000937,[],,,,['api'],0,0,,0
Tenderize V2,-,Liquid Staking,['Multi-Chain'],4567898.035589846,[],,,,['api'],0,0,,0
Tendie Swap,TENDIES,Dexs,['Tenet'],138.825447997809,[],,,,['api'],0,0,,0
TendieSwap,TENDIE,Dexs,['Binance'],1852.818205525753,[],,,,['api'],0,0,,0
Tenet,TEN,Yield,['Multi-Chain'],30366.809555195723,[],,,,['api'],0,0,,0
Tensor,TENSOR,Chain,['nan'],,[],,,,['api'],0,0,,0
Tensorplex,-,Liquid Staking,['Ethereum'],4101337.011361871,[],,,,['api'],0,0,,0
Tenx,TENX,Dexs,['Tenet'],17.918068122161788,[],,,,['api'],0,0,,0
Teralend,-,Lending,['Flare'],0.0,[],,,,['api'],0,0,,0
TermFinance Lend,-,Lending,['Multi-Chain'],41471362.30051517,[],,,,['api'],0,0,,0
TermFinance Vaults,-,Yield,['Multi-Chain'],45395282.630407296,[],,,,['api'],0,0,,0
TermMax,-,Lending,['Multi-Chain'],26008004.362341575,[],,,,['api'],0,0,,0
Terminal Finance Pre-Deposits,-,Farm,['Ethereum'],175724681.31380644,[],,,,['api'],0,0,,0
Terra Bridge,-,Bridge,['Terra'],442.3120895807453,[],,,,['api'],0,0,,0
TerraFloki,TFLOKI,Dexs,['Terra'],0.0,[],,,,['api'],0,0,,0
Terraswap,-,Dexs,['Multi-Chain'],669994.0148059679,[],,,,['api'],0,0,,0
Tessera V,-,Dexs,['nan'],,[],,,,['api'],0,0,,0
Tesseract,-,Yield,['Polygon'],29009.96679538243,[],,,,['api'],0,0,,0
Tesseract World,-,Dexs,['Endurance'],2.364319222848,[],,,,['api'],0,0,,0
Tether,-,Stablecoin Issuer,['nan'],,[],,,,['api'],0,0,,0
Tether Gold,XAUt,RWA,['Ethereum'],1445280876.6278698,[],,,,['api'],0,0,,0
Tethys AMM,TETHYS,Dexs,['Metis'],388168.5699442603,[],,,,['api'],0,0,,0
Tethys Perpetual,TETHYS,Derivatives,['Metis'],90.68171962219296,[],,,,['api'],0,0,,0
Tetu Earn,TETU,Yield,['Multi-Chain'],3474659.97807287,[],,,,['api'],0,0,,0
Tetu Pawnshop,TETU,NFT Lending,['Polygon'],0.0,[],,,,['api'],0,0,,0
Tetu Swap,TETU,Yield,['Polygon'],55907.20780041329,[],,,,['api'],0,0,,0
TezFin,-,Lending,['Tezos'],14762.96890809623,[],,,,['api'],0,0,,0
Tezos,XTZ,Chain,['nan'],,[],,,,['api'],0,0,,0
Thala CDP,THL,CDP,['Aptos'],9255803.527384397,[],,,,['api'],0,0,,0
Thala LSD,THL,Liquid Staking,['Aptos'],50316595.93804626,[],,,,['api'],0,0,,0
Thala veTHL,THL,Liquid Staking,['Aptos'],0.0,[],,,,['api'],0,0,,0
ThalaSwap,THL,Dexs,['Aptos'],14882969.45129636,[],,,,['api'],0,0,,0
ThalaSwap V2,THL,Dexs,['Aptos'],38775463.03573213,[],,,,['api'],0,0,,0
ThalaSwap V3,THL,Dexs,['Aptos'],16800.260021620245,[],,,,['api'],0,0,,0
The Don Finance,THEDON,Farm,['Fantom'],16.034086521022978,[],,,,['api'],0,0,,0
The Dragon's Lair,DREGG,Yield,['Avalanche'],250.20753153928985,[],,,,['api'],0,0,,0
The Ennead Farm,neadRAM,Yield,['Multi-Chain'],6414.453432031907,[],,,,['api'],0,0,,0
The Grand Banks,GRAND,Yield,['Multi-Chain'],4901.240576415934,[],,,,['api'],0,0,,0
The Graph,GRT,Developer Tools,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
The Idols,VIRTUE,Reserve Currency,['Ethereum'],11263695.322926693,[],,,,['api'],0,0,,0
The Llamas,-,Services,['nan'],0.0,[],,,,['api'],0,0,,0
The Open DAO SOS,SOS,Services,['Ethereum'],0.0,[],,,,['api'],0,0,,0
The Parallel,PRL,Gaming,['Binance'],0.0,[],,,,['api'],0,0,,0
The Rig,-,Liquid Staking,['Fuel'],2081456.245609223,[],,,,['api'],0,0,,0
The Sandbox,SAND,Gaming,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
The Seed Farm,SEED,Yield,['Avalanche'],4661.050786802255,[],,,,['api'],0,0,,0
The Standard,TST,CDP,['Arbitrum'],587756.1587108128,[],,,,['api'],0,0,,0
The Story of Draco,DRACO,Farm,['Fantom'],39.95365684006217,[],,,,['api'],0,0,,0
The Tokenized Bitcoin,-,Bridge,['Multi-Chain'],523156.43712248,[],,,,['api'],0,0,,0
The Vault Liquid Staking,-,Liquid Staking,['Solana'],338430418.85798496,[],,,,['api'],0,0,,0
The Vault Unstake Pool,-,Yield,['Solana'],754355.8070377241,[],,,,['api'],0,0,,0
TheDeep,-,Liquidity manager,['Multi-Chain'],4433684.354072479,[],,,,['api'],0,0,,0
Themis DEX,THS,Dexs,['Filecoin'],114693.61120405486,[],,,,['api'],0,0,,0
Themis Protocol,TMS,Lending,['Arbitrum'],89.15032627919338,[],,,,['api'],0,0,,0
Themis Staking,THS,Reserve Currency,['Filecoin'],0.0,[],,,,['api'],0,0,,0
Themis-lsdFil,-,Liquid Staking,['Filecoin'],442.9187,[],,,,['api'],0,0,,0
Theo Network thBill,-,RWA,['Multi-Chain'],122551683.35363913,[],,,,['api'],0,0,,0
Theo Straddle Vaults,-,Basis Trading,['Multi-Chain'],10975453.663435934,[],,,,['api'],0,0,,0
ThetaCash,TBILL,Synthetics,['Theta'],319298.0937315001,[],,,,['api'],0,0,,0
ThetaSwap,-,Dexs,['Theta'],364167.5982039583,[],,,,['api'],0,0,,0
Thetanuts Finance,NUTS,Yield,['Multi-Chain'],5164437.202482189,[],,,,['api'],0,0,,0
Thetis Aggregator,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Thetis Perps,-,Derivatives,['Aptos'],25935.0449719568,[],,,,['api'],0,0,,0
Thick,ELITE,Dexs,['Multi-Chain'],55243.218504597375,[],,,,['api'],0,0,,0
Thirdfy,TFY,Dexs,['Base'],110113.25406275998,[],,,,['api'],0,0,,0
Tholgar Rings Auto Voter,-,Yield,['Sonic'],721972.645920442,[],,,,['api'],0,0,,0
Tholgar Yield,thWAR,Yield,['Ethereum'],21017.55818005049,[],,,,['api'],0,0,,0
Thor Financial,THOR,Yield,['Avalanche'],0.0,[],,,,['api'],0,0,,0
Thorchain DEX,RUNE,Dexs,['Multi-Chain'],137783173.50338838,[],,,,['api'],0,0,,0
Thorchain Lending,-,CDP,['Thorchain'],0.0,[],,,,['api'],0,0,,0
Thoreum Finance,THOREUM,Yield,['Binance'],136284.7251025704,[],,,,['api'],0,0,,0
Thorn Protocol,-,Dexs,['Sapphire'],198269.1598261487,[],,,,['api'],0,0,,0
Thorstarter,XRUNE,Launchpad,['Ethereum'],0.0,[],,,,['api'],0,0,,0
ThorusFi,THO,Dexs,['Multi-Chain'],15144.734633319866,[],,,,['api'],0,0,,0
Threshold thUSD,T,CDP,['Ethereum'],4801834.277807056,[],,,,['api'],0,0,,0
Thrive On Mars,-,Gaming,['Wax'],175.875502992,[],,,,['api'],0,0,,0
Throne V2,OATH,Dexs,['Base'],242.3154683137641,[],,,,['api'],0,0,,0
Throne V3,OATH,Dexs,['Base'],83838.58808880152,[],,,,['api'],0,0,,0
Thruster V2,-,Dexs,['Blast'],4335426.011018297,[],,,,['api'],0,0,,0
Thruster V3,-,Dexs,['Blast'],11388547.9495423,[],,,,['api'],0,0,,0
ThunderCore Staking,TT,Staking Pool,['ThunderCore'],1190771.0869607292,[],,,,['api'],0,0,,0
ThunderPOKT,-,Liquid Staking,['Pokt'],47576.4735121818,[],,,,['api'],0,0,,0
TiFi,TIFI,Dexs,['Binance'],12502.396163452153,[],,,,['api'],0,0,,0
TiPiDao,TPD,Reserve Currency,['Binance'],0.0,[],,,,['api'],0,0,,0
TiTi Protocol,TITI,Algo-Stables,['Multi-Chain'],25960.82683789442,[],,,,['api'],0,0,,0
Tidal Finance,TIDAL,Insurance,['Polygon'],24738.66878049325,[],,,,['api'],0,0,,0
TidalDex,CZB,Dexs,['Binance'],254402.8133013572,[],,,,['api'],0,0,,0
Tigris,TIG,Derivatives,['Multi-Chain'],9412.22042271908,[],,,,['api'],0,0,,0
Timeless Finance,LIT,Yield,['Ethereum'],31039.03318386702,[],,,,['api'],0,0,,0
Timeswap V1,-,Lending,['Polygon'],44843.23599433573,[],,,,['api'],0,0,,0
Timeswap V2,-,Lending,['Multi-Chain'],1239165.2676740142,[],,,,['api'],0,0,,0
Timewarp,TIME,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Tinlake,CFG,RWA Lending,['Ethereum'],61291.05818585126,[],,,,['api'],0,0,,0
Tinyman,-,Dexs,['Algorand'],11637963.914666,[],,,,['api'],0,0,,0
Titan Aggregator,-,DEX Aggregator,['nan'],22916.027187303764,[],,,,['api'],0,0,,0
Titan Dex,-,Dexs,['TON'],46933.38627403386,[],,,,['api'],0,0,,0
Titano Swych,TITANO,Dexs,['Binance'],749409.3264325956,[],,,,['api'],0,0,,0
Tivel Finance,-,Options,['Multi-Chain'],0.9208453734510044,[],,,,['api'],0,0,,0
Tokan Exchange,TKN,Dexs,['Scroll'],24219.005594221235,[],,,,['api'],0,0,,0
Token Mill,-,Launchpad,['Multi-Chain'],214346.56790093915,[],,,,['api'],0,0,,0
TokenFi,TOKEN,Farm,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
TokenPocket,TPT,Staking Pool,['Ethereum'],417255.0,[],,,,['api'],0,0,,0
TokenStore,-,Dexs,['Ethereum'],2658325.404383656,[],,,,['api'],0,0,,0
Tokeniza,-,RWA,['Multi-Chain'],38373.51246693952,[],,,,['api'],0,0,,0
Tokenlon AMM,LON,Dexs,['Ethereum'],2605978.2480204995,[],,,,['api'],0,0,,0
Tokenlon Agg,LON,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
TokensFarm,-,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Tomb,TOMB,Algo-Stables,['Fantom'],0.002,[],,,,['api'],0,0,,0
Tomb Swap,TOMB,Dexs,['Fantom'],271328.12473561906,[],,,,['api'],0,0,,0
Tomo,-,SoFi,['Linea'],675045.1988883453,[],,,,['api'],0,0,,0
TomoFinance,TFI,CDP,['TomoChain'],0.0,[],,,,['api'],0,0,,0
