case_name,exploit_date,classification,technique,loss_usd,chain,bridgeHack,targetType,returnedFunds,defillamaId,language,source_url,parentProtocolId,exploit_dt,exploit_date_iso,case_id,protocol_id
EraLend,7/25/23,Protocol Logic,Reentrancy,3400000.0,zkSync Era,False,DeFi Protocol,,2746.0,Solidity,https://twitter.com/DLNewsInfo/status/1683870083272130562,,2023-07-25,2023-07-25,eralend__2023-07-25__d4c6f334,defillama#2746
Banana Gun,9/19/24,Protocol Logic,Front-end vulnerability,3000000.0,Ethereum,False,DeFi Protocol,3000000.0,3336.0,,https://x.com/BananaGunBot/status/1838660010387116484,,2024-09-19,2024-09-19,banana-gun__2024-09-19__2ae897a6,defillama#3336
Acala Network,8/13/21,Protocol Logic,Incentives Function Mistake,1600000.0,Acala,False,DeFi Protocol,,,Solidity,https://twitter.com/alice_und_bob/status/1558959878475075584,,2021-08-13,2021-08-13,acala-network__2021-08-13__def6b11f,name#acala-network
Mobius Token,5/11/25,Protocol Logic,Decimal Miscalculation Exploit,2160000.0,BSC,False,DeFi Protocol,,,Solidity,https://www.certik.com/resources/blog/mobius-token-incident-analysis,,2025-05-11,2025-05-11,mobius-token__2025-05-11__34a8c1a3,name#mobius-token
DODO AMM,3/9/21,Protocol Logic,Access Control Exploit,2000000.0,Ethereum,False,DeFi Protocol,,146.0,Solidity,https://rekt.news/au-dodo-rekt/,parent#dodo,2021-03-09,2021-03-09,dodo-amm__2021-03-09__968024e8,parent#dodo
BonqDAO,2/1/23,Protocol Logic,Price Oracle Attack,1700000.0,Polygon,False,DeFi Protocol,,2477.0,Solidity,https://twitter.com/peckshield/status/1620917292514299904?s=20&t=ZroERzkeCrxy3gHxtboQeA,,2023-02-01,2023-02-01,bonqdao__2023-02-01__82e4e48e,defillama#2477
Beanstalk,4/17/22,Ecosystem,Flashloan Governance Attack,181000000.0,Ethereum,False,DeFi Protocol,,631.0,Solidity,https://twitter.com/FrankResearcher/status/1515693895887294466?s=20,parent#beanstalk,2022-04-17,2022-04-17,beanstalk__2022-04-17__66e1e46a,parent#beanstalk
Pickle,11/22/20,Protocol Logic,Vault Swap Exploit,19700000.0,Ethereum,False,DeFi Protocol,,134.0,Solidity,https://github.com/banteg/evil-jar/blob/master/readme.md,,2020-11-22,2020-11-22,pickle__2020-11-22__8d6c80a2,defillama#134
Minterest,7/15/24,Protocol Logic,Reentrancy,1400000.0,Mantle,False,DeFi Protocol,,,Solidity,https://x.com/Minterest/status/1812540672248820033,,2024-07-15,2024-07-15,minterest__2024-07-15__23b46c78,name#minterest
dForce,2/10/23,Protocol Logic,Reentrancy,3650000.0,"Arbitrum,Optimism",False,DeFi Protocol,,123.0,Solidity,https://twitter.com/peckshield/status/1623902441992523776,,2023-02-10,2023-02-10,dforce__2023-02-10__47833195,defillama#123
pNetwork,11/3/22,Protocol Logic,Misconfiguration,4589449.0,BSC,True,DeFi Protocol,4589449.0,547.0,Solidity,https://twitter.com/pNetworkDeFi/status/1588956872664829952,,2022-11-03,2022-11-03,pnetwork__2022-11-03__0aa74177,defillama#547
Loopring,6/9/24,Protocol Logic,Guardian 2FA service exploit,5000000.0,Loopring,False,DeFi Protocol,,126.0,,https://x.com/loopringorg/status/1799791898296451515,,2024-06-09,2024-06-09,loopring__2024-06-09__551d27e4,defillama#126
Seedify,9/23/25,Infrastructure,Infinite Mint and Dump,1000000.0,"BSC,Avalanche",True,DeFi Protocol,,1511.0,Solidity,https://x.com/meta_alchemist/status/1970470733017968841,,2025-09-23,2025-09-23,seedify__2025-09-23__389a7898,defillama#1511
Dego Finance,2/10/22,Infrastructure,Private Key Compromised (Unknown Method),10000000.0,"Ethereum,BSC,Cronos",False,DeFi Protocol,,,,https://rekt.news/dego-finance-rekt/,,2022-02-10,2022-02-10,dego-finance__2022-02-10__3b0885ad,name#dego-finance
Bunni V2,9/2/25,Protocol Logic,Liquidity Distribution Function Exploit,8400000.0,"Ethereum,Unichain",False,DeFi Protocol,,5734.0,Solidity,https://x.com/CertiKAlert/status/1962755574283768308,parent#bunni,2025-09-02,2025-09-02,bunni-v2__2025-09-02__42b15335,parent#bunni
Blur Finance,8/10/22,Rugpull,Drained Contracts,600000.0,"BSC,Polygon",False,DeFi Protocol,,1891.0,Solidity,https://cryptoslate.com/blur-finance-allegedly-rug-pulled-investors-at-a-combined-600k-loss/,,2022-08-10,2022-08-10,blur-finance__2022-08-10__e8c9c013,defillama#1891
Team Finance,10/27/22,Protocol Logic,Migrate Function Mistake Exploit,15800000.0,Ethereum,False,DeFi Protocol,,1864.0,Solidity,https://twitter.com/peckshield/status/1585587858978623491?s=20&t=vAGSJQ0ivXGoOv80bGx4iQ,,2022-10-27,2022-10-27,team-finance__2022-10-27__e6ac364c,defillama#1864
Eminence,9/28/20,Ecosystem,Flashloan Price Oracle Attack,15000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://rekt.news/eminence-rekt-in-prod/,,2020-09-28,2020-09-28,eminence__2020-09-28__ca89009a,name#eminence
Pike,4/30/24,Protocol Logic,Storage Misalignment Exploit,1600000.0,"Ethereum,Optimism,Arbitrum",False,DeFi Protocol,1600000.0,4100.0,Solidity,https://twitter.com/PikeFinance/status/1785572875124330644,,2024-04-30,2024-04-30,pike__2024-04-30__9f84cd30,defillama#4100
MoonHacker,1/2/25,Protocol Logic,Unchecked FlashLoan Approve Exploit,300000.0,Optimism,False,DeFi Protocol,,,Solidity,https://x.com/dedaub/status/1874838342485102852,,2025-01-02,2025-01-02,moonhacker__2025-01-02__82ddc9a2,name#moonhacker
Balancer V2,8/27/23,Protocol Logic,,800000.0,Ethereum,False,DeFi Protocol,,2611.0,Solidity,https://twitter.com/mevrefund/status/1695792040531960116,parent#balancer,2023-08-27,2023-08-27,balancer-v2__2023-08-27__1eb4db71,parent#balancer
DeltaPrime,9/16/24,Protocol Logic,Private Key Compromised (Unknown Method),5980000.0,Arbitrum,False,DeFi Protocol,,2479.0,Solidity,https://x.com/CryptoTimes_io/status/1835620537055514652,,2024-09-16,2024-09-16,deltaprime__2024-09-16__9c8ff92c,defillama#2479
Nexera,8/7/24,Protocol Logic,Ownership Override Attack,1800000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://www.coindesk.com/business/2024/08/07/blockchain-protocol-nexara-suffers-18m-exploit-nxra-tumbles-40/,,2024-08-07,2024-08-07,nexera__2024-08-07__6cf88bed,name#nexera
Infini,2/24/25,Protocol Logic,Dev Privilege Oversight Exploit,49500000.0,Ethereum,False,DeFi Protocol,,,,https://x.com/peckshieldalert/status/1893874770803851454,,2025-02-24,2025-02-24,infini__2025-02-24__39a3fb87,name#infini
MM Finance Cronos,5/4/22,Infrastructure,DNS Spoofing,2000000.0,Cronos,False,DeFi Protocol,,1028.0,,https://medium.com/@MMFinance/dns-hi-jacking-post-mortem-compensation-3e2b5bb21183,parent#mm-finance,2022-05-04,2022-05-04,mm-finance-cronos__2022-05-04__842ae64d,parent#mm-finance
Revest Finance,3/27/22,Smart Contract Language,Reentrancy,2010000.0,Ethereum,False,DeFi Protocol,,830.0,Solidity,https://twitter.com/BlockSecTeam/status/1508065573250678793?s=20&t=NXJmfrEeRP3-fqmOwjOAGQ,,2022-03-27,2022-03-27,revest-finance__2022-03-27__801ecc57,defillama#830
Tropykus RSK,6/14/23,Protocol Logic,Redeem Rounding Error Exploit,150000.0,Rootstock,False,DeFi Protocol,,1464.0,Solidity,https://twitter.com/tropykus/status/1669310852787216385,parent#tropykus-finance,2023-06-14,2023-06-14,tropykus-rsk__2023-06-14__27b87636,parent#tropykus-finance
Arena SocialFi,10/7/23,Protocol Logic,Reentrancy,2900000.0,Avalanche,False,Other,,3564.0,Solidity,https://twitter.com/peckshield/status/1710555944269292009?t=Al_-cDBwoNs3vpKqcpJ0Jw&s=19,parent#the-arena,2023-10-07,2023-10-07,arena-socialfi__2023-10-07__82572f26,parent#the-arena
Phemex,1/23/25,Infrastructure,Private Key Compromised (Unknown Method),85000000.0,"Ethereum,Solana,XRP,Bitcoin,BSC,Sui,Base,Tron,Arbitrum,Avalanche,Polygon,Optimism,zkSync Era",False,CEX,,2369.0,,https://x.com/PeckShieldAlert/status/1882776555312869830,,2025-01-23,2025-01-23,phemex__2025-01-23__d5ce6ebc,defillama#2369
BlueBerry,2/24/24,Protocol Logic,Flashloan Price Oracle Attack,1400000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://x.com/blueberryFDN/status/1760872935982879030,,2024-02-24,2024-02-24,blueberry__2024-02-24__4756dffd,name#blueberry
Crema Finance,7/2/22,Protocol Logic,Access Control Exploit,8800000.0,Solana,False,DeFi Protocol,,1412.0,Rust,https://twitter.com/Crema_Finance/status/1543638844410499073?s=20&t=tjkZ9crEBqMSfzI2BMG_oQ,,2022-07-02,2022-07-02,crema-finance__2022-07-02__50ed1552,defillama#1412
AzukiDAO,7/3/23,Protocol Logic,Replay Attack,68000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://twitter.com/dedaub/status/1675983033168453632?s=20,,2023-07-03,2023-07-03,azukidao__2023-07-03__8d56c5d1,name#azukidao
Tenderize V2,4/7/25,Protocol Logic,Proxy Upgrade Skim,10850.0,Ethereum,False,DeFi Protocol,,4085.0,Solidity,https://x.com/dedaub/status/1914815361616367872,parent#tenderize,2025-04-07,2025-04-07,tenderize-v2__2025-04-07__51468c4d,parent#tenderize
Pando Rings,11/6/22,Ecosystem,Price Oracle Attack,22000000.0,Mixin,False,DeFi Protocol,,2204.0,Go,https://pando.im/news/2022/2022-11-06-alert-to-pando-community-hack-of-pando-rings/,parent#pando,2022-11-06,2022-11-06,pando-rings__2022-11-06__3780fadc,parent#pando
DEUS Finance,5/5/23,Protocol Logic,Burn Function Mistake,6500000.0,"Arbitrum,BSC,Ethereum",False,DeFi Protocol,,1387.0,Solidity,https://twitter.com/storming0x/status/1654561199999135747?s=20,,2023-05-05,2023-05-05,deus-finance__2023-05-05__e11419c2,defillama#1387
Mixin Network,9/23/23,Infrastructure,Database Attack,200000000.0,Mixin,False,Other,,,,https://twitter.com/MixinKernel/status/1706139175018529139,,2023-09-23,2023-09-23,mixin-network__2023-09-23__c4d85b97,name#mixin-network
Fantasm Finance,3/9/22,Protocol Logic,Missing Condition Check,2260000.0,Fantom,False,DeFi Protocol,,,Solidity,https://quadrigainitiative.com/cryptocurrencyhackscamfraudwiki/index.php?title=Fantasm_Finance_Contract_Vulnerabilities,,2022-03-09,2022-03-09,fantasm-finance__2022-03-09__88f71989,name#fantasm-finance
LeetSwap,8/1/23,Protocol Logic,Liquidity Pools Compromised,620000.0,Base,False,DeFi Protocol,,2745.0,Solidity,https://twitter.com/TheBlock__/status/1686201265758326784,,2023-08-01,2023-08-01,leetswap__2023-08-01__4f6c76fa,defillama#2745
Astera.fi,10/9/25,Protocol Logic,Oracle Price Feed Manipulation,573000.0,Linea,False,DeFi Protocol,,,Solidity,https://x.com/hklst4r/status/1976296543872233508,,2025-10-09,2025-10-09,astera-fi__2025-10-09__e31c0245,name#astera-fi
Hegic(old contract),3/1/25,Protocol Logic,Unlimited repeated withdrawal exploit,94000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://x.com/HegicOptions/status/1896933787923345470,,2025-03-01,2025-03-01,hegic-old-contract__2025-03-01__5c91d57a,name#hegic-old-contract
Hyperliquid,6/15/23,Ecosystem,CEX Price Manipulation Attack,37000.0,Arbitrum,False,DeFi Protocol,,2862.0,,https://twitter.com/HyperliquidX/status/1669818300191363073,,2023-06-15,2023-06-15,hyperliquid__2023-06-15__2eb0625c,defillama#2862
Moby,1/8/25,Infrastructure,Private Key Compromised (Unknown Method),1470000.0,Arbitrum,False,DeFi Protocol,,4452.0,Solidity,https://x.com/Moby_trade/status/1877096336140677458,,2025-01-08,2025-01-08,moby__2025-01-08__71e43ce5,defillama#4452
1inch,3/7/25,Protocol Logic,Calldata underflow and resolver hijack,5000000.0,Ethereum,False,DeFi Protocol,,189.0,Solidity,https://blog.1inch.io/vulnerability-discovered-in-resolver-contract/,,2025-03-07,2025-03-07,1inch__2025-03-07__99c7eb4c,defillama#189
Eleven Finance,6/22/21,Ecosystem,Flashloan Burn Function Exploit,4500000.0,BSC,False,DeFi Protocol,,583.0,Solidity,https://rekt.news/11-rekt/,,2021-06-22,2021-06-22,eleven-finance__2021-06-22__03b49ad9,defillama#583
CheeseBank,11/16/20,Ecosystem,Flashloan Price Oracle Attack,3300000.0,Ethereum,False,DeFi Protocol,,,,https://twitter.com/CheeseBank2020/status/1328343819201380353?s=20&t=qtl30Yo9ErEoVr8v3T20dg,,2020-11-16,2020-11-16,cheesebank__2020-11-16__c068ed05,name#cheesebank
Vulcan Forged,12/13/21,Infrastructure,Private Key Compromised (Unknown Method),140000000.0,"Ethereum,Polygon",False,DeFi Protocol,,,,https://rekt.news/vulcan-forged-rekt/,,2021-12-13,2021-12-13,vulcan-forged__2021-12-13__90fd549b,name#vulcan-forged
Slope Wallet,8/2/22,Infrastructure,Private Key Compromised (Stored Publicly),5300000.0,Solana,False,Wallet,,,,https://solana.com/news/8-2-2022-application-wallet-incident,,2022-08-02,2022-08-02,slope-wallet__2022-08-02__7a220c0a,name#slope-wallet
Rari Capital,5/1/22,Ecosystem,Flashloan Reentrancy Attack,80000000.0,"Ethereum,Arbitrum",False,DeFi Protocol,,136.0,Solidity,https://twitter.com/Hacxyk/status/1520370421773725698?s=20&t=3ZdC2UMcxHaD73SwrcnudQ,,2022-05-01,2022-05-01,rari-capital__2022-05-01__f4d184ea,defillama#136
ALEX,5/16/24,Infrastructure,Private Key Compromised (Phishing),4300000.0,Stacks,False,DeFi Protocol,,1466.0,,https://rekt.news/alexlab-rekt/,,2024-05-16,2024-05-16,alex__2024-05-16__8aaa19da,defillama#1466
Onyx V2,9/26/24,Protocol Logic,Liquidation Logic Exploit,4000000.0,Ethereum,False,DeFi Protocol,,5180.0,Solidity,https://x.com/blocksecteam/status/1839314277359849484,parent#onyx,2024-09-26,2024-09-26,onyx-v2__2024-09-26__1144f610,parent#onyx
UwU Lend,6/13/24,Ecosystem,Flashloan Price Oracle Attack,3700000.0,Ethereum,False,DeFi Protocol,,2111.0,Solidity,https://x.com/TheBlock__/status/1801177660946612664,,2024-06-13,2024-06-13,uwu-lend__2024-06-13__17ecce1e,defillama#2111
Spartan,5/2/21,Ecosystem,Flashloan Pool Shares Exploit,30500000.0,BSC,False,DeFi Protocol,,1246.0,Solidity,https://peckshield-94632.medium.com/the-spartan-incident-root-cause-analysis-b14135d3415f,,2021-05-02,2021-05-02,spartan__2021-05-02__fd16e9b5,defillama#1246
Huobi,11/22/23,Infrastructure,Private Key Compromised (Unknown Method),26400000.0,Ethereum,False,CEX,,,,https://twitter.com/TheBlock__/status/1727397707843621201,,2023-11-22,2023-11-22,huobi__2023-11-22__4ffa9f46,name#huobi
402bridge,10/27/25,Infrastructure,Private Key Compromised (Stored Publicly),17000.0,Base,True,DeFi Protocol,,,Solidity,https://x.com/PeckShieldAlert/status/1983029273528283503,,2025-10-27,2025-10-27,402bridge__2025-10-27__68c7186b,name#402bridge
Poly Network,7/2/23,Infrastructure,Private Key Compromised (Unknown Method),5000000.0,"Ethereum,BSC,Polygon",True,DeFi Protocol,,1796.0,Solidity,https://twitter.com/dedaub/status/1675516729349292032?s=20,,2023-07-02,2023-07-02,poly-network__2023-07-02__1e570091,defillama#1796
Mirror,10/8/21,Smart Contract Language,Duplicate Call Exploit,90000000.0,Terra,False,DeFi Protocol,,260.0,Rust,https://blocksecteam.medium.com/how-the-mirror-protocol-is-exploited-33b5c1d48322,,2021-10-08,2021-10-08,mirror__2021-10-08__b41a087d,defillama#260
Merlin,5/26/21,Ecosystem,Flashloan Incentive Rewards Exploit,680000.0,BSC,False,DeFi Protocol,,370.0,Solidity,https://rekt.news/merlinlabs-rekt/,,2021-05-26,2021-05-26,merlin__2021-05-26__7da24384,defillama#370
8ightDAO,12/8/21,Infrastructure,Private Key Compromised (Unknown Method),1750000.0,Harmony,False,DeFi Protocol,,889.0,,https://rekt.news/8ight-finance-rekt/,,2021-12-08,2021-12-08,8ightdao__2021-12-08__a7e60a60,defillama#889
Rari Capital,12/18/25,Protocol Logic,Uninitialized Proxy Hijack,2000000.0,Ethereum,False,DeFi Protocol,,136.0,Solidity,https://x.com/zmtO21/status/2001585158106026270,,2025-12-18,2025-12-18,rari-capital__2025-12-18__871e0411,defillama#136
0vix,4/28/23,Ecosystem,Flashloan Donate Function Logic Exploit,2000000.0,Polygon,False,DeFi Protocol,,1614.0,Solidity,https://twitter.com/peckshield/status/1651923235603361793?s=20,,2023-04-28,2023-04-28,0vix__2023-04-28__a8fe8002,defillama#1614
SUNRAY·FINANCE,10/30/24,Infrastructure,Private Key Compromised,2855000.0,Arbitrum,False,DeFi Protocol,,,Solidity,https://x.com/CertiKAlert/status/1851816489286041885,,2024-10-30,2024-10-30,sunray-finance__2024-10-30__953eee44,name#sunray-finance
Levana Perps,12/27/23,Protocol Logic,Price Oracle Attack,1100000.0,Osmosis,False,DeFi Protocol,,3474.0,Rust,https://twitter.com/Levana_protocol/status/1740071199483543819,,2023-12-27,2023-12-27,levana-perps__2023-12-27__6f2ebb34,defillama#3474
Impermax V3,4/26/25,Protocol Logic,Flashloan Exploit,300000.0,Base,False,DeFi Protocol,,5981.0,Solidity,https://x.com/ImpermaxFinance/status/1916123070223339553,parent#impermax-finance,2025-04-26,2025-04-26,impermax-v3__2025-04-26__f654164a,parent#impermax-finance
Astrid Finance,10/29/23,Protocol Logic,Withdraw Function Argument Manipulation,228000.0,Ethereum,False,DeFi Protocol,,,,https://twitter.com/Phalcon_xyz/status/1718455634155409489,,2023-10-29,2023-10-29,astrid-finance__2023-10-29__debcd3fa,name#astrid-finance
SIR,3/30/25,Protocol Logic,Transient storage collision,355000.0,Ethereum,False,DeFi Protocol,,5842.0,Solidity,https://x.com/leveragesir/status/1906265780057972854,,2025-03-30,2025-03-30,sir__2025-03-30__207530a0,defillama#5842
Lava,3/29/24,Protocol Logic,Calculation Error in Liquidation Engine ,340000.0,Arbitrum,False,DeFi Protocol,,4241.0,Solidity,https://twitter.com/CertiKAlert/status/1773584949855277261,,2024-03-29,2024-03-29,lava__2024-03-29__eadac808,defillama#4241
Inverse Finance Frontier,6/16/22,Ecosystem,Flashloan Price Oracle Attack,5800000.0,Ethereum,False,DeFi Protocol,,338.0,Solidity,https://twitter.com/peckshield/status/1537382891230883841?s=20&t=uxBt2fIcD_f82MM2VD3pCg,parent#inverse-finance,2022-06-16,2022-06-16,inverse-finance-frontier__2022-06-16__43305a13,parent#inverse-finance
Balancer V2,9/19/23,Protocol Logic,Frontend Attack,238000.0,Ethereum,False,DeFi Protocol,,2611.0,,https://twitter.com/PeckShieldAlert/status/1704306602529247294,parent#balancer,2023-09-19,2023-09-19,balancer-v2__2023-09-19__f8f36220,parent#balancer
SushiSwap,4/10/23,Protocol Logic,Missing Input Validation,3300000.0,"Ethereum,Arbitrum,Optimism,BSC",False,DeFi Protocol,3300000.0,,Solidity,https://x.com/ernestognw/status/1645113041430757378,,2023-04-10,2023-04-10,sushiswap__2023-04-10__5a2b34ca,name#sushiswap
Gamma,12/21/21,Protocol Logic,Access Control Exploit,8200000.0,Ethereum,False,DeFi Protocol,,355.0,Solidity,https://medium.com/visorfinance/post-mortem-for-vvisr-staking-contract-exploit-and-upcoming-migration-7920e1dee55a,,2021-12-21,2021-12-21,gamma__2021-12-21__a3288a73,defillama#355
Bunny,5/19/21,Ecosystem,Flashloan Price Oracle Attack,45000000.0,BSC,False,DeFi Protocol,,254.0,Solidity,https://peckshield.medium.com/pancakebunny-incident-root-cause-analysis-7099f413cc9b,,2021-05-19,2021-05-19,bunny__2021-05-19__5b47256a,defillama#254
RiskOnBlast,2/25/24,Rugpull,,1300000.0,Blast,False,DeFi Protocol,,,,https://www.certik.com/resources/blog/risk-on-blast-incident-analysis,,2024-02-25,2024-02-25,riskonblast__2024-02-25__5c219c79,name#riskonblast
Jimbos Protocol,5/28/23,Ecosystem,Flashloan Slippage Attack,7500000.0,Arbitrum,False,DeFi Protocol,,,Solidity,https://twitter.com/peckshield/status/1662650673731624961?s=20,,2023-05-28,2023-05-28,jimbos-protocol__2023-05-28__8c5ba19c,name#jimbos-protocol
ValueDefi,5/5/21,Protocol Logic,Access Control Exploit,10000000.0,BSC,False,DeFi Protocol,,164.0,Solidity,https://rekt.news/value-rekt2/,parent#value-finance,2021-05-05,2021-05-05,valuedefi__2021-05-05__d7c7a137,parent#value-finance
Bent Finance,12/21/21,Protocol Logic,User Balances Manually Updated,1750000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://rekt.news/bent-finance/,,2021-12-21,2021-12-21,bent-finance__2021-12-21__b28a6e62,name#bent-finance
LND,5/9/25,Protocol Logic,,1300000.0,"Sonic,Hyperliquid L1",False,DeFi Protocol,,6071.0,,https://x.com/Lnd_fi/status/1920705062143250845,,2025-05-09,2025-05-09,lnd__2025-05-09__5f23961b,defillama#6071
Platypus Finance,2/16/23,Ecosystem,Flashloan Reentrancy Attack,8500000.0,Avalanche,False,DeFi Protocol,222634.0,944.0,Solidity,https://twitter.com/CertiKAlert/status/1626318821840629763,,2023-02-16,2023-02-16,platypus-finance__2023-02-16__89968b6f,defillama#944
RocketSwap Base,8/15/23,Infrastructure,Private Key Compromised (Brute Force),865000.0,Base,False,DeFi Protocol,,3314.0,Solidity,https://twitter.com/Cointelegraph/status/1691316548932456448,,2023-08-15,2023-08-15,rocketswap-base__2023-08-15__d95cdfe2,defillama#3314
Zoth ZeUSD,3/21/25,Infrastructure,Private Key Compromised (Unknown Method),8850000.0,Ethereum,False,DeFi Protocol,,5615.0,Solidity,https://x.com/PeckShieldAlert/status/1903029531558154725,parent#zoth,2025-03-21,2025-03-21,zoth-zeusd__2025-03-21__ecc3d7a1,parent#zoth
Flow,12/27/25,Protocol Logic,mint-and-dump Hack,3900000.0,Flow,False,Layer 1,,6104.0,Solidity,https://x.com/flow_blockchain/status/2005021612714668518,,2025-12-27,2025-12-27,flow__2025-12-27__d1d426c0,defillama#6104
Levyathan,7/30/21,Infrastructure,Private Key Compromised (Stored Publicly),1500000.0,BSC,False,DeFi Protocol,,,Solidity,https://rekt.news/levyathan-rekt/,,2021-07-30,2021-07-30,levyathan__2021-07-30__d9409f74,name#levyathan
Cetus CLMM,5/22/25,Protocol Logic,Spoof Token Exploit,223000000.0,Sui,False,DeFi Protocol,,2289.0,Move,https://www.coindesk.com/markets/2025/05/22/sui-networks-cetus-protocol-hit-in-apparent-hack-sending-token-prices-down-90,parent#cetus,2025-05-22,2025-05-22,cetus-clmm__2025-05-22__e7e61580,parent#cetus
Uranium Finance,4/28/21,Protocol Logic,Math Mistake Exploit,57200000.0,BSC,False,DeFi Protocol,,,Solidity,https://rekt.news/uranium-rekt/,,2021-04-28,2021-04-28,uranium-finance__2021-04-28__a43a121c,name#uranium-finance
Cypher,8/7/23,,Unknown,1035000.0,Solana,False,DeFi Protocol,,2575.0,,https://twitter.com/cypher_protocol/status/1688641036476731393,,2023-08-07,2023-08-07,cypher__2023-08-07__ff95a55a,defillama#2575
WOO X,7/24/25,Ecosystem,Social Engineering,14000000.0,"Bitcoin,Ethereum,Arbitrum,BSC",False,CEX,,2346.0,,https://x.com/BlockscopeCo/status/1948793062076940512,,2025-07-24,2025-07-24,woo-x__2025-07-24__361468a6,defillama#2346
ChainSwap,11/7/21,Protocol Logic,Exploit Weak Authentication Check,4400000.0,"Ethereum,BSC",True,DeFi Protocol,,,Solidity,https://chain-swap.medium.com/chainswap-exploit-11-july-2021-post-mortem-6e4e346e5a32,,2021-11-07,2021-11-07,chainswap__2021-11-07__632a58da,name#chainswap
1inch,10/31/24,Ecosystem,Private Key Compromised (Supply Chain Attack),720000.0,Avalanche,False,DeFi Protocol,,189.0,,https://x.com/1inch/status/1851832307746742686,,2024-10-31,2024-10-31,1inch__2024-10-31__2049995b,defillama#189
Dolomite,3/20/24,Protocol Logic,Acces Control Exploit,1800000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://www.cryptotimes.io/2024/03/21/hacker-exploits-flaw-in-dolomite-project/,,2024-03-20,2024-03-20,dolomite__2024-03-20__677ac7bf,name#dolomite
CoinStats,7/12/24,Infrastructure,Private Key Compromised (Unknown Method),2200000.0,,False,Other,,,,https://x.com/CoinStats/status/1811706273395622063,,2024-07-12,2024-07-12,coinstats__2024-07-12__8c829eb0,name#coinstats
DogWifTools,1/28/25,Infrastructure,Private Key Compromised (Malware),10000000.0,Solana,False,Other,,,Move,https://x.com/kookcapitalllc/status/1884285558635323437,,2025-01-28,2025-01-28,dogwiftools__2025-01-28__4c8af460,name#dogwiftools
Harmony Bridge,6/23/22,Infrastructure,Private Key Compromised (Unknown Method),100000000.0,"Ethereum,BSC",True,DeFi Protocol,,,Solidity,https://rekt.news/harmony-rekt/,,2022-06-23,2022-06-23,harmony-bridge__2022-06-23__86aef7bc,name#harmony-bridge
BTC24H,12/16/24,Protocol Logic,Acces Control Exploit,85700.0,Polygon,False,DeFi Protocol,,,,https://x.com/0xCommitAudits/status/1871550202508951917,,2024-12-16,2024-12-16,btc24h__2024-12-16__f3d5c8a8,name#btc24h
Vee Finance,9/21/21,Ecosystem,Flashloan Price Oracle Attack,34000000.0,Avalanche,False,DeFi Protocol,,619.0,Solidity,https://veefi.medium.com/vee-finance-attack-analysis-a4839724e085,,2021-09-21,2021-09-21,vee-finance__2021-09-21__580720ca,defillama#619
Uwerx,8/2/23,Ecosystem,Flashloan Pool Shares Exploit,327000.0,Ethereum,False,Other,,,,https://twitter.com/CertiKAlert/status/1686667720920625152,,2023-08-02,2023-08-02,uwerx__2023-08-02__c13f034d,name#uwerx
WazirX: India,7/18/24,Infrastructure,Safe Multisig wallet Phishing Exploit,234900000.0,Ethereum,False,CEX,,,,https://x.com/CyversAlerts/status/1813834131165286464,,2024-07-18,2024-07-18,wazirx-india__2024-07-18__be38df8c,name#wazirx-india
GDAC,4/8/23,Infrastructure,Hot wallet hack,13900000.0,,False,CEX,,,,https://twitter.com/MetaSleuth/status/1645692516401033216,,2023-04-08,2023-04-08,gdac__2023-04-08__bb45a965,name#gdac
YOLO Games,6/11/24,Protocol Logic,Access Control Exploit,1500000.0,Blast,False,DeFi Protocol,,,Solidity,https://x.com/shoucccc/status/1800353122159833195,,2024-06-11,2024-06-11,yolo-games__2024-06-11__bf415dd8,name#yolo-games
Snowdog,11/25/21,Rugpull,Drained Contracts,18100000.0,Avalanche,False,DeFi Protocol,,859.0,Solidity,https://rekt.news/snowdog-rekt/,,2021-11-25,2021-11-25,snowdog__2021-11-25__88baf151,defillama#859
Swaprum,5/19/23,Rugpull,Drained Contracts,3000000.0,Arbitrum,False,DeFi Protocol,,2903.0,,https://www.dlnews.com/articles/defi/defi-protocol-swaprum-in-3m-rug-pull-was-certik-audited/?utm_campaign=,,2023-05-19,2023-05-19,swaprum__2023-05-19__94e33e99,defillama#2903
Hacken Token,6/20/25,Infrastructure,Private Key Compromised,250000.0,,False,Other,,,Solidity,https://x.com/peckshieldalert/status/1936198957119774979,,2025-06-20,2025-06-20,hacken-token__2025-06-20__be98a3b5,name#hacken-token
Gym Network,6/8/22,Protocol Logic,Deposit Function Exploit,2100000.0,BSC,False,DeFi Protocol,,,Solidity,https://rekt.news/gymnet-rekt/,,2022-06-08,2022-06-08,gym-network__2022-06-08__54e90b93,name#gym-network
UwU Lend,6/10/24,Ecosystem,Flashloan Price Oracle Attack,20000000.0,Ethereum,False,DeFi Protocol,,2111.0,Solidity,https://x.com/theblockupdates/status/1800146327914877062,,2024-06-10,2024-06-10,uwu-lend__2024-06-10__530b1b48,defillama#2111
